,gtaa_buy_signal,sentiment_buy,risk_buy,dm_buy_signal,paa_buy_signal,daa_buy_signal
2013-10-04,"['AAPL', 'NVDA', 'TSLA', 'META', 'GOOG']","['MU', 'MSFT', 'CMCSA', 'INTC', 'TXN']","['CSX', 'ADSK', 'DXCM', 'AEP', 'ENPH']","['TSLA', 'MU', 'NFLX', 'META', 'ENPH']","['TSLA', 'NFLX', 'MU', 'META', 'ENPH']","['TSLA', 'META', 'NFLX', 'MU', 'ENPH']"
2013-10-07,"['AAPL', 'TSLA', 'NVDA', 'MU', 'META']","['MSFT', 'INTC', 'CMCSA', 'TXN', 'SBUX']","['ADSK', 'AEP', 'DXCM', 'ENPH']","['TSLA', 'MU', 'NFLX', 'META', 'ENPH']","['TSLA', 'NFLX', 'MU', 'META', 'ENPH']","['TSLA', 'META', 'NFLX', 'MU', 'ENPH']"
2013-10-08,"['AAPL', 'NVDA', 'TSLA', 'META', 'GOOG']","['MSFT', 'INTC', 'CMCSA', 'SBUX', 'TXN']","['EA', 'ADBE', 'AMGN', 'ADSK', 'DXCM']","['TSLA', 'MU', 'NFLX', 'META', 'CSGP']","['TSLA', 'NFLX', 'MU', 'META', 'ASML']","['TSLA', 'META', 'MU', 'NFLX', 'ASML']"
2013-10-09,"['AAPL', 'NVDA', 'TSLA', 'META', 'GOOG']","['INTC', 'MSFT', 'MNST', 'SBUX', 'TXN']","['AMGN', 'ADSK', 'EA', 'ENPH']","['TSLA', 'MU', 'META', 'FANG', 'DXCM']","['TSLA', 'NFLX', 'MU', 'META', 'ENPH']","['TSLA', 'MU', 'META', 'NFLX', 'ASML']"
2013-10-10,"['AAPL', 'NVDA', 'TSLA', 'META', 'GOOG']","['MSFT', 'INTC', 'GILD', 'SBUX', 'TXN']","['PANW', 'ADSK', 'ENPH']","['TSLA', 'MU', 'META', 'FANG', 'ENPH']","['TSLA', 'NFLX', 'MU', 'ENPH', 'META']","['TSLA', 'META', 'MU', 'NFLX', 'ASML']"
2013-10-11,"['AAPL', 'NVDA', 'MU', 'TSLA', 'META']","['MSFT', 'INTC', 'MNST', 'SBUX', 'CDNS']","['PANW', 'ADSK', 'ENPH']","['TSLA', 'META', 'MU', 'ENPH', 'FANG']","['TSLA', 'NFLX', 'MU', 'ENPH', 'META']","['TSLA', 'META', 'NFLX', 'MU', 'ENPH']"
2013-10-14,"['AAPL', 'NVDA', 'TSLA', 'META', 'AMD']","['MSFT', 'INTC', 'MNST', 'SBUX', 'QCOM']","['PANW', 'ADSK', 'ENPH']","['TSLA', 'NFLX', 'META', 'MU', 'FANG']","['TSLA', 'NFLX', 'MU', 'FANG', 'META']","['TSLA', 'META', 'NFLX', 'MU', 'DXCM']"
2013-10-15,"['AAPL', 'NVDA', 'TSLA', 'META', 'GOOG']","['MU', 'MSFT', 'INTC', 'MNST', 'SBUX']","['ADSK', 'ENPH']","['TSLA', 'META', 'NFLX', 'MU', 'FANG']","['TSLA', 'NFLX', 'MU', 'FANG', 'META']","['TSLA', 'META', 'NFLX', 'MU', 'DXCM']"
2013-10-16,"['AAPL', 'NVDA', 'TSLA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'CMCSA', 'SBUX', 'MNST']","['ADSK', 'ENPH']","['TSLA', 'META', 'NFLX', 'FANG', 'MU']","['TSLA', 'NFLX', 'MU', 'FANG', 'META']","['TSLA', 'META', 'NFLX', 'FANG', 'DXCM']"
2013-10-17,"['AAPL', 'NVDA', 'GOOG', 'GOOGL', 'TSLA']","['MSFT', 'INTC', 'CMCSA', 'GILD', 'SBUX']","['ALGN', 'ADSK', 'ENPH']","['TSLA', 'META', 'NFLX', 'FANG', 'DXCM']","['TSLA', 'NFLX', 'MU', 'FANG', 'META']","['TSLA', 'META', 'NFLX', 'FANG', 'DXCM']"
2013-10-18,"['GOOG', 'GOOGL', 'AAPL', 'NVDA', 'AMZN']","['MSFT', 'INTC', 'CMCSA', 'GILD', 'SBUX']","['ADSK', 'ENPH']","['TSLA', 'META', 'FANG', 'NFLX', 'ALGN']","['TSLA', 'NFLX', 'MU', 'FANG', 'META']","['TSLA', 'META', 'NFLX', 'FANG', 'ALGN']"
2013-10-21,"['AAPL', 'NVDA', 'TSLA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'CMCSA', 'SBUX', 'CDNS']","['QCOM', 'ADSK', 'VRTX', 'ENPH']","['NFLX', 'FANG', 'META', 'ALGN', 'DXCM']","['TSLA', 'NFLX', 'MU', 'FANG', 'META']","['TSLA', 'META', 'NFLX', 'FANG', 'ALGN']"
2013-10-22,"['AAPL', 'NFLX', 'NVDA', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'CMCSA', 'SBUX', 'CDNS']","['FTNT', 'PEP', 'ADSK', 'VRTX', 'ENPH']","['META', 'FANG', 'NFLX', 'ALGN', 'DXCM']","['TSLA', 'NFLX', 'MU', 'FANG', 'META']","['TSLA', 'META', 'FANG', 'NFLX', 'ALGN']"
2013-10-23,"['AAPL', 'NVDA', 'TSLA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'QCOM', 'SBUX', 'AEP']","['ADBE', 'ADSK', 'VRTX', 'ENPH']","['META', 'NFLX', 'FANG', 'ALGN', 'DXCM']","['TSLA', 'NFLX', 'MU', 'FANG', 'META']","['TSLA', 'META', 'NFLX', 'ALGN', 'FANG']"
2013-10-24,"['AAPL', 'NVDA', 'TSLA', 'AMZN', 'GOOG']","['MSFT', 'INTC', 'CMCSA', 'SBUX', 'AEP']","['EBAY', 'ADBE', 'ADSK', 'VRTX', 'ENPH']","['FANG', 'META', 'NFLX', 'ALGN', 'DXCM']","['TSLA', 'NFLX', 'MU', 'FANG', 'ENPH']","['TSLA', 'FANG', 'META', 'NFLX', 'ALGN']"
2013-10-25,"['AAPL', 'NVDA', 'AMZN', 'TSLA', 'MSFT']","['MSFT', 'INTC', 'AEP', 'SBUX', 'TXN']","['SIRI', 'ADSK', 'ENPH']","['FANG', 'NFLX', 'META', 'ALGN', 'DXCM']","['TSLA', 'NFLX', 'FANG', 'MU', 'META']","['TSLA', 'FANG', 'NFLX', 'META', 'ALGN']"
2013-10-28,"['AAPL', 'NVDA', 'TSLA', 'META', 'AMZN']","['INTC', 'MSFT', 'EXC', 'AEP', 'TXN']","['AMAT', 'SIRI', 'ADSK', 'ENPH']","['TSLA', 'FANG', 'DXCM', 'ALGN', 'NFLX']","['TSLA', 'NFLX', 'FANG', 'MU', 'DXCM']","['FANG', 'TSLA', 'DXCM', 'ALGN', 'NFLX']"
2013-10-29,"['AAPL', 'NVDA', 'TSLA', 'META', 'GOOG']","['MSFT', 'INTC', 'TXN', 'QCOM', 'SBUX']","['AMAT', 'ADSK', 'ENPH']","['TSLA', 'FANG', 'NFLX', 'ALGN', 'DXCM']","['TSLA', 'NFLX', 'MU', 'FANG', 'META']","['FANG', 'TSLA', 'NFLX', 'ALGN', 'DXCM']"
2013-10-30,"['AAPL', 'NVDA', 'META', 'TSLA', 'AMZN']","['MSFT', 'INTC', 'SBUX', 'TXN', 'AEP']","['AMAT', 'PAYX', 'ADBE', 'ADSK', 'ENPH']","['TSLA', 'FANG', 'ALGN', 'NFLX', 'CSGP']","['TSLA', 'NFLX', 'MU', 'FANG', 'META']","['FANG', 'TSLA', 'ALGN', 'NFLX', 'MU']"
2013-10-31,"['NVDA', 'AAPL', 'META', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'SBUX', 'TXN', 'AEP']","['AMAT', 'PAYX', 'ADSK', 'ENPH']","['TSLA', 'FANG', 'ALGN', 'NFLX', 'MU']","['TSLA', 'NFLX', 'MU', 'FANG', 'META']","['FANG', 'TSLA', 'ALGN', 'NFLX', 'MU']"
2013-11-01,"['AAPL', 'NVDA', 'TSLA', 'META', 'AMZN']","['MSFT', 'INTC', 'SBUX', 'QCOM', 'EXC']","['AMAT', 'VRTX', 'ENPH']","['TSLA', 'FANG', 'ALGN', 'NFLX', 'ILMN']","['TSLA', 'NFLX', 'MU', 'FANG', 'META']","['TSLA', 'FANG', 'NFLX', 'ALGN', 'MU']"
2013-11-04,"['NVDA', 'AAPL', 'TSLA', 'META', 'GOOG']","['MSFT', 'INTC', 'QCOM', 'SBUX', 'TMUS']","['AMAT', 'VRTX', 'ENPH']","['FANG', 'ALGN', 'NFLX', 'ILMN', 'TMUS']","['TSLA', 'NFLX', 'MU', 'FANG', 'ENPH']","['TSLA', 'ALGN', 'FANG', 'NFLX', 'ILMN']"
2013-11-05,"['NVDA', 'TSLA', 'AAPL', 'META', 'MSFT']","['MSFT', 'INTC', 'SBUX', 'AEP', 'AMGN']","['AMAT', 'QCOM', 'VRTX']","['FANG', 'NFLX', 'ALGN', 'ILMN', 'GILD']","['TSLA', 'NFLX', 'FANG', 'MU', 'ENPH']","['TSLA', 'FANG', 'ALGN', 'NFLX', 'ILMN']"
2013-11-06,"['TSLA', 'AAPL', 'NVDA', 'MSFT', 'META']","['MSFT', 'INTC', 'EXC', 'SBUX', 'AMGN']","['QCOM', 'AMAT', 'VRTX']","['TSLA', 'FANG', 'NFLX', 'ALGN', 'ILMN']","['TSLA', 'NFLX', 'FANG', 'MU', 'META']","['FANG', 'ALGN', 'NFLX', 'TSLA', 'ILMN']"
2013-11-07,"['NVDA', 'TSLA', 'AAPL', 'META', 'AMZN']","['MSFT', 'INTC', 'SBUX', 'TXN', 'AMGN']","['QCOM', 'AMAT', 'EA', 'VRTX']","['TSLA', 'FANG', 'DXCM', 'ALGN', 'NFLX']","['TSLA', 'NFLX', 'FANG', 'MU', 'DXCM']","['DXCM', 'FANG', 'ALGN', 'NFLX', 'ILMN']"
2013-11-08,"['NVDA', 'TSLA', 'AAPL', 'META', 'AMZN']","['MSFT', 'INTC', 'EBAY', 'SBUX', 'TXN']","['EBAY', 'MNST', 'QCOM', 'EA', 'VRTX']","['FANG', 'NFLX', 'DXCM', 'ALGN', 'MU']","['NFLX', 'TSLA', 'ENPH', 'FANG', 'MU']","['ALGN', 'FANG', 'NFLX', 'DXCM', 'ILMN']"
2013-11-11,"['NVDA', 'AAPL', 'TSLA', 'META', 'AMZN']","['MSFT', 'INTC', 'AEP', 'SBUX', 'TXN']","['MNST', 'EA', 'VRTX', 'WDAY']","['FANG', 'NFLX', 'ALGN', 'DXCM', 'MU']","['TSLA', 'NFLX', 'MU', 'FANG', 'ENPH']","['ALGN', 'FANG', 'NFLX', 'DXCM', 'MU']"
2013-11-12,"['NVDA', 'TSLA', 'AAPL', 'META', 'GOOG']","['EXC', 'INTC', 'MSFT', 'AEP', 'SBUX']","['TMUS', 'EA', 'WDAY']","['FANG', 'MU', 'DXCM', 'ALGN', 'NFLX']","['TSLA', 'NFLX', 'ENPH', 'MU', 'FANG']","['ALGN', 'FANG', 'NFLX', 'DXCM', 'MU']"
2013-11-13,"['NVDA', 'AAPL', 'TSLA', 'META', 'CSCO']","['MSFT', 'INTC', 'SBUX', 'AEP', 'AMGN']","['TMUS', 'EA', 'WDAY', 'ENPH']","['FANG', 'DXCM', 'MU', 'ALGN', 'NFLX']","['TSLA', 'NFLX', 'ENPH', 'FANG', 'MU']","['ALGN', 'FANG', 'NFLX', 'DXCM', 'MU']"
2013-11-14,"['NVDA', 'AAPL', 'TSLA', 'AMZN', 'META']","['MSFT', 'INTC', 'SBUX', 'AMGN', 'AEP']","['TMUS', 'EA']","['FANG', 'MU', 'NFLX', 'DXCM', 'ALGN']","['TSLA', 'NFLX', 'ENPH', 'MU', 'FANG']","['FANG', 'MU', 'ALGN', 'NFLX', 'DXCM']"
2013-11-15,"['NVDA', 'AAPL', 'TSLA', 'AMZN', 'TMUS']","['MSFT', 'INTC', 'SBUX', 'AEP', 'AMGN']",,"['MU', 'FANG', 'NFLX', 'DXCM', 'ALGN']","['TSLA', 'NFLX', 'ENPH', 'MU', 'FANG']","['MU', 'FANG', 'ALGN', 'NFLX', 'DXCM']"
2013-11-18,"['TSLA', 'NVDA', 'AAPL', 'META', 'GOOG']","['MSFT', 'INTC', 'SBUX', 'AEP', 'MRVL']",,"['MU', 'NFLX', 'DXCM', 'ILMN', 'BKNG']","['NFLX', 'ENPH', 'TSLA', 'MU', 'FANG']","['MU', 'NFLX', 'AMZN', 'ILMN', 'MRVL']"
2013-11-19,"['TSLA', 'AAPL', 'NVDA', 'META', 'MU']","['MU', 'MSFT', 'INTC', 'SBUX', 'AEP']",['TMUS'],"['MU', 'DXCM', 'NFLX', 'ILMN', 'BKNG']","['NFLX', 'TSLA', 'MU', 'ENPH', 'FANG']","['MU', 'NFLX', 'DXCM', 'AMZN', 'CTSH']"
2013-11-20,"['TSLA', 'NVDA', 'AAPL', 'META', 'MU']","['MU', 'MSFT', 'INTC', 'SBUX', 'AEP']",,"['MU', 'DXCM', 'NFLX', 'META', 'BKNG']","['NFLX', 'TSLA', 'MU', 'FANG', 'ENPH']","['MU', 'NFLX', 'DXCM', 'ILMN', 'BKNG']"
2013-11-21,"['AAPL', 'NVDA', 'TSLA', 'MU', 'INTC']","['INTC', 'MSFT', 'SBUX', 'AMGN', 'AEP']",['CHTR'],"['MU', 'DXCM', 'ILMN', 'META', 'CSGP']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM']","['MU', 'ILMN', 'NFLX', 'DXCM', 'FANG']"
2013-11-22,"['AAPL', 'TSLA', 'NVDA', 'INTC', 'AMZN']","['INTC', 'MSFT', 'SBUX', 'AMGN', 'PEP']","['ROST', 'CHTR']","['MU', 'NFLX', 'TSLA', 'FANG', 'DXCM']","['NFLX', 'TSLA', 'MU', 'FANG', 'ENPH']","['MU', 'NFLX', 'FANG', 'DXCM', 'BIIB']"
2013-11-25,"['NVDA', 'AAPL', 'TSLA', 'META', 'GOOG']","['INTC', 'CMCSA', 'MSFT', 'SBUX', 'MRVL']","['QCOM', 'ROST', 'PAYX', 'CHTR']","['MU', 'TSLA', 'NFLX', 'DXCM', 'BIIB']","['NFLX', 'TSLA', 'MU', 'FANG', 'ENPH']","['MU', 'NFLX', 'BIIB', 'MRVL', 'DXCM']"
2013-11-26,"['NVDA', 'AAPL', 'TSLA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'CMCSA', 'SBUX', 'MRVL']","['ROST', 'CHTR']","['MU', 'TSLA', 'NFLX', 'DXCM', 'BKNG']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM']","['MU', 'NFLX', 'DXCM', 'BIIB', 'MRVL']"
2013-11-27,"['AAPL', 'TSLA', 'NVDA', 'AMZN', 'GOOG']","['INTC', 'MSFT', 'CMCSA', 'QCOM', 'SBUX']","['ROST', 'CHTR']","['MU', 'NFLX', 'DXCM', 'TSLA', 'BIIB']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM']","['MU', 'NFLX', 'DXCM', 'BIIB', 'MRVL']"
2013-11-29,"['AAPL', 'TSLA', 'NVDA', 'AMZN', 'GOOG']","['MSFT', 'INTC', 'SBUX', 'AMGN', 'MRVL']",['ROST'],"['MU', 'NFLX', 'TSLA', 'DXCM', 'BKNG']","['NFLX', 'TSLA', 'MU', 'ENPH', 'FANG']","['MU', 'NFLX', 'DXCM', 'BIIB', 'BKNG']"
2013-12-02,"['AAPL', 'NVDA', 'TSLA', 'AMZN', 'GOOG']","['MSFT', 'INTC', 'SBUX', 'AEP', 'AMGN']",['ROST'],"['MU', 'NFLX', 'DXCM', 'TSLA', 'BIIB']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM']","['MU', 'NFLX', 'DXCM', 'BIIB', 'BKNG']"
2013-12-03,"['AAPL', 'TSLA', 'NVDA', 'AMZN', 'GOOG']","['MSFT', 'INTC', 'SBUX', 'AEP', 'AMGN']",['ROST'],"['MU', 'NFLX', 'DXCM', 'BKNG', 'BIIB']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM']","['MU', 'NFLX', 'DXCM', 'BIIB', 'BKNG']"
2013-12-04,"['NVDA', 'AAPL', 'TSLA', 'META', 'MSFT']","['MSFT', 'INTC', 'GILD', 'SBUX', 'QCOM']","['GILD', 'ROST', 'DLTR', 'AMGN']","['MU', 'DXCM', 'NFLX', 'BKNG', 'BIIB']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM']","['MU', 'DXCM', 'NFLX', 'BIIB', 'MRVL']"
2013-12-05,"['AAPL', 'NVDA', 'TSLA', 'MSFT', 'AVGO']","['MSFT', 'INTC', 'GILD', 'QCOM', 'SBUX']","['GILD', 'ADBE', 'ROST', 'AMGN', 'DLTR']","['MU', 'DXCM', 'TSLA', 'NFLX', 'BIIB']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM']","['MU', 'DXCM', 'NFLX', 'BIIB', 'BKNG']"
2013-12-06,"['AAPL', 'NVDA', 'TSLA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'QCOM', 'SBUX', 'AEP']","['EXC', 'AMGN', 'ADP']","['MU', 'DXCM', 'TSLA', 'NFLX', 'BIIB']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM']","['MU', 'DXCM', 'NFLX', 'BIIB', 'BKNG']"
2013-12-09,"['NVDA', 'AAPL', 'TSLA', 'MU', 'GOOG']","['MSFT', 'INTC', 'SBUX', 'ROST', 'AEP']","['EXC', 'AMGN']","['MU', 'NFLX', 'DXCM', 'ILMN', 'GILD']","['TSLA', 'NFLX', 'MU', 'FANG', 'DXCM']","['MU', 'NFLX', 'BIIB', 'GILD', 'DXCM']"
2013-12-10,"['NVDA', 'AAPL', 'TSLA', 'GOOG', 'GOOGL']","['MSFT', 'SBUX', 'INTC', 'ROST', 'AEP']","['CMCSA', 'EXC', 'AMGN', 'ENPH']","['MU', 'NFLX', 'DXCM', 'ILMN', 'BIIB']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM']","['MU', 'NFLX', 'BIIB', 'META', 'BKNG']"
2013-12-11,"['NVDA', 'AAPL', 'TSLA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'SBUX', 'ROST', 'TXN']","['EXC', 'AMGN', 'ENPH']","['MU', 'NFLX', 'TSLA', 'DXCM', 'ILMN']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM']","['MU', 'NFLX', 'BIIB', 'META', 'PANW']"
2013-12-12,"['AAPL', 'NVDA', 'TSLA', 'META', 'GOOG']","['MSFT', 'INTC', 'SBUX', 'ROST', 'AMGN']","['EXC', 'AMGN', 'ENPH']","['MU', 'NFLX', 'DXCM', 'META', 'ILMN']","['TSLA', 'NFLX', 'MU', 'FANG', 'DXCM']","['MU', 'NFLX', 'META', 'TSLA', 'BIIB']"
2013-12-13,"['AAPL', 'NVDA', 'TSLA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'SBUX', 'ROST', 'AMGN']","['GILD', 'EXC', 'AMGN', 'ENPH']","['MU', 'NFLX', 'META', 'DXCM', 'TSLA']","['TSLA', 'NFLX', 'MU', 'DXCM', 'FANG']","['MU', 'NFLX', 'META', 'TSLA', 'PANW']"
2013-12-16,"['AAPL', 'NVDA', 'AVGO', 'TSLA', 'META']","['MSFT', 'EBAY', 'INTC', 'SBUX', 'ROST']","['EXC', 'AMGN', 'ENPH']","['MU', 'TSLA', 'NFLX', 'DXCM', 'META']","['TSLA', 'NFLX', 'MU', 'DXCM', 'FANG']","['MU', 'META', 'NFLX', 'TSLA', 'DXCM']"
2013-12-17,"['NVDA', 'AAPL', 'TSLA', 'AVGO', 'META']","['MSFT', 'INTC', 'CMCSA', 'SBUX', 'AMGN']","['EXC', 'MNST', 'AMGN', 'ADP']","['MU', 'TSLA', 'NFLX', 'META', 'DXCM']","['TSLA', 'NFLX', 'MU', 'DXCM', 'FANG']","['MU', 'NFLX', 'META', 'TSLA', 'AVGO']"
2013-12-18,"['AAPL', 'NVDA', 'TSLA', 'MU', 'GOOG']","['MSFT', 'INTC', 'CSX', 'SBUX', 'EA']","['EXC', 'MNST', 'AMGN', 'ADP']","['MU', 'TSLA', 'NFLX', 'META', 'DXCM']","['TSLA', 'NFLX', 'MU', 'DXCM', 'FANG']","['META', 'NFLX', 'TSLA', 'MU', 'AVGO']"
2013-12-19,"['AAPL', 'NVDA', 'TSLA', 'META', 'GOOG']","['MSFT', 'INTC', 'CSX', 'SBUX', 'GILD']","['EXC', 'VRTX', 'CTSH', 'ADP']","['MU', 'NFLX', 'META', 'ILMN', 'DXCM']","['TSLA', 'NFLX', 'MU', 'FANG', 'DXCM']","['NFLX', 'META', 'MU', 'PANW', 'AVGO']"
2013-12-20,"['AAPL', 'NVDA', 'META', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'MU', 'QCOM', 'GILD']","['EXC', 'CTSH', 'ADP', 'VRTX']","['MU', 'NFLX', 'DXCM', 'META', 'ILMN']","['TSLA', 'NFLX', 'MU', 'FANG', 'DXCM']","['MU', 'META', 'NFLX', 'TSLA', 'AVGO']"
2013-12-23,"['AAPL', 'NVDA', 'META', 'TSLA', 'GOOG']","['EBAY', 'INTC', 'MSFT', 'SBUX', 'MRVL']","['FAST', 'VRTX']","['META', 'MU', 'NFLX', 'ILMN', 'DXCM']","['TSLA', 'NFLX', 'MU', 'FANG', 'DXCM']","['META', 'NFLX', 'TSLA', 'TMUS', 'MU']"
2013-12-24,"['AAPL', 'TSLA', 'NVDA', 'META', 'GOOG']","['MSFT', 'INTC', 'CMCSA', 'SBUX', 'TXN']","['SIRI', 'FAST', 'ADI', 'VRTX']","['MU', 'META', 'NFLX', 'DXCM', 'TMUS']","['TSLA', 'NFLX', 'MU', 'FANG', 'DXCM']","['META', 'NFLX', 'TSLA', 'MU', 'TMUS']"
2013-12-26,"['AAPL', 'NVDA', 'TSLA', 'META', 'GOOG']","['MSFT', 'INTC', 'TMUS', 'CMCSA', 'MRVL']","['EXC', 'FAST', 'VRTX', 'ADI']","['MU', 'META', 'NFLX', 'DXCM', 'TMUS']","['TSLA', 'NFLX', 'MU', 'FANG', 'DXCM']","['META', 'TSLA', 'NFLX', 'TMUS', 'MU']"
2013-12-27,"['AAPL', 'NVDA', 'TSLA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'CMCSA', 'TMUS', 'SBUX']","['EXC', 'FAST', 'VRTX', 'ADI']","['MU', 'DXCM', 'META', 'TMUS', 'ILMN']","['TSLA', 'NFLX', 'MU', 'FANG', 'DXCM']","['META', 'TMUS', 'TSLA', 'NFLX', 'FANG']"
2013-12-30,"['AAPL', 'NVDA', 'META', 'TSLA', 'AMZN']","['INTC', 'MU', 'MSFT', 'EBAY', 'TMUS']","['EXC', 'FAST', 'VRTX']","['DXCM', 'MU', 'ILMN', 'TMUS', 'META']","['TSLA', 'NFLX', 'MU', 'FANG', 'DXCM']","['TMUS', 'TSLA', 'META', 'NFLX', 'ILMN']"
2013-12-31,"['NVDA', 'AAPL', 'TSLA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'EBAY', 'SBUX', 'TMUS']","['EXC', 'FAST', 'VRTX']","['MU', 'DXCM', 'TMUS', 'ILMN', 'META']","['TSLA', 'NFLX', 'MU', 'FANG', 'DXCM']","['TMUS', 'META', 'TSLA', 'NFLX', 'ILMN']"
2014-01-02,"['NVDA', 'AAPL', 'TSLA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'EBAY', 'SBUX', 'GILD']","['EXC', 'VRTX']","['MU', 'TMUS', 'ILMN', 'META', 'DXCM']","['TSLA', 'NFLX', 'MU', 'FANG', 'DXCM']","['TMUS', 'META', 'TSLA', 'ILMN', 'NFLX']"
2014-01-03,"['AAPL', 'NVDA', 'TSLA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'TMUS', 'GILD', 'SBUX']","['EXC', 'VRTX']","['META', 'ILMN', 'TMUS', 'DXCM', 'AVGO']","['TSLA', 'NFLX', 'MU', 'FANG', 'DXCM']","['META', 'TMUS', 'ILMN', 'NFLX', 'AVGO']"
2014-01-06,"['AAPL', 'NVDA', 'TSLA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'SBUX', 'MRVL', 'AMGN']",['EXC'],"['META', 'TMUS', 'ILMN', 'DXCM', 'ALGN']","['TSLA', 'NFLX', 'MU', 'DXCM', 'FANG']","['META', 'TMUS', 'NFLX', 'ILMN', 'ALGN']"
2014-01-07,"['NVDA', 'AAPL', 'GOOG', 'GOOGL', 'META']","['CMCSA', 'MSFT', 'INTC', 'MRVL', 'SBUX']",['EXC'],"['META', 'ILMN', 'TMUS', 'TSLA', 'ALGN']","['TSLA', 'NFLX', 'MU', 'DXCM', 'FANG']","['META', 'TMUS', 'ILMN', 'ALGN', 'TSLA']"
2014-01-08,"['NVDA', 'AAPL', 'MU', 'TSLA', 'GOOG']","['MSFT', 'CMCSA', 'INTC', 'SBUX', 'MRVL']","['EXC', 'EA']","['MU', 'META', 'ILMN', 'TMUS', 'DXCM']","['TSLA', 'NFLX', 'MU', 'DXCM', 'FANG']","['META', 'TMUS', 'ILMN', 'MU', 'ALGN']"
2014-01-09,"['NVDA', 'AAPL', 'META', 'GOOG', 'GOOGL']","['MSFT', 'CMCSA', 'INTC', 'SBUX', 'MRVL']",['EXC'],"['META', 'ILMN', 'MU', 'DXCM', 'TMUS']","['TSLA', 'NFLX', 'MU', 'DXCM', 'FANG']","['META', 'TMUS', 'ILMN', 'DXCM', 'MU']"
2014-01-10,"['AAPL', 'NVDA', 'TSLA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'CMCSA', 'GILD', 'SBUX']",['EXC'],"['MU', 'META', 'ILMN', 'DXCM', 'TMUS']","['TSLA', 'NFLX', 'MU', 'DXCM', 'ALGN']","['ILMN', 'TMUS', 'META', 'DXCM', 'MU']"
2014-01-13,"['AAPL', 'NVDA', 'GOOG', 'GOOGL', 'TSLA']","['MSFT', 'INTC', 'CMCSA', 'SBUX', 'ROST']",['EXC'],"['MU', 'ILMN', 'DXCM', 'META', 'TMUS']","['TSLA', 'NFLX', 'MU', 'DXCM', 'ALGN']","['ENPH', 'MU', 'ILMN', 'DXCM', 'TMUS']"
2014-01-14,"['TSLA', 'AAPL', 'NVDA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'SBUX', 'GILD', 'MRVL']","['EXC', 'CTSH']","['ILMN', 'MU', 'META', 'DXCM', 'TMUS']","['TSLA', 'NFLX', 'MU', 'DXCM', 'ILMN']","['ILMN', 'MU', 'MRVL', 'ENPH', 'ALGN']"
2014-01-15,"['AAPL', 'TSLA', 'NVDA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'CMCSA', 'GILD', 'QCOM']","['EXC', 'CTSH']","['ILMN', 'MU', 'META', 'DXCM', 'ALGN']","['TSLA', 'NFLX', 'MU', 'DXCM', 'ALGN']","['ILMN', 'ENPH', 'ALGN', 'AVGO', 'TSLA']"
2014-01-16,"['AAPL', 'NVDA', 'TSLA', 'CSX', 'GOOG']","['INTC', 'MSFT', 'CMCSA', 'SBUX', 'TXN']","['MRVL', 'EXC', 'CTSH']","['ILMN', 'MU', 'DXCM', 'META', 'ALGN']","['TSLA', 'NFLX', 'MU', 'DXCM', 'ILMN']","['ILMN', 'ENPH', 'TSLA', 'ALGN', 'TMUS']"
2014-01-17,"['AAPL', 'NVDA', 'TSLA', 'INTC', 'GOOG']","['INTC', 'MSFT', 'CMCSA', 'SBUX', 'TXN']","['FTNT', 'MRVL', 'EXC', 'FAST', 'CTSH']","['ILMN', 'DXCM', 'ALGN', 'META', 'TMUS']","['TSLA', 'NFLX', 'MU', 'ILMN', 'DXCM']","['ILMN', 'ALGN', 'TSLA', 'ENPH', 'TMUS']"
