,gtaa_buy_signal,sentiment_buy,risk_buy,dm_buy_signal,paa_buy_signal,daa_buy_signal
2013-10-24,"['AAPL', 'NVDA', 'TSLA', 'AMZN', 'GOOG', 'GOOGL', 'LRCX', 'MSFT', 'INTC', 'META']","['MSFT', 'INTC', 'CMCSA', 'SBUX', 'AEP', 'TXN', 'AMGN', 'ALGN', 'TMUS']","['MSFT', 'QCOM', 'ORLY', 'ROST', 'FAST', 'PCAR', 'FANG']","['FANG', 'META', 'NFLX', 'ALGN', 'DXCM', 'CSGP', 'ENPH', 'ILMN', 'GILD', 'BKNG']","['TSLA', 'NFLX', 'MU', 'FANG', 'ENPH', 'META', 'CSGP', 'DXCM', 'ASML', 'ALGN']","['TSLA', 'FANG', 'META', 'NFLX', 'ALGN', 'DXCM', 'MU', 'ENPH', 'CSGP', 'ILMN']"
2013-10-25,"['AAPL', 'NVDA', 'AMZN', 'TSLA', 'MSFT', 'GOOG', 'GOOGL', 'INTC', 'META', 'LRCX']","['MSFT', 'INTC', 'AEP', 'SBUX', 'TXN', 'AMGN', 'TMUS']","['MSFT', 'QCOM', 'FAST', 'PCAR', 'ROST', 'FANG']","['FANG', 'NFLX', 'META', 'ALGN', 'DXCM', 'CSGP', 'ILMN', 'GILD', 'REGN', 'MELI']","['TSLA', 'NFLX', 'FANG', 'MU', 'META', 'DXCM', 'ASML', 'ENPH', 'CSGP', 'ALGN']","['TSLA', 'FANG', 'NFLX', 'META', 'ALGN', 'DXCM', 'ILMN', 'MU', 'CSGP', 'BKR']"
2013-10-28,"['AAPL', 'NVDA', 'TSLA', 'META', 'AMZN', 'INTC', 'GOOG', 'GOOGL', 'MSFT', 'NFLX']","['INTC', 'MSFT', 'EXC', 'AEP', 'TXN', 'SBUX', 'AMGN', 'COST', 'TMUS']","['MSFT', 'ROST', 'PCAR', 'COST', 'FANG']","['TSLA', 'FANG', 'DXCM', 'ALGN', 'NFLX', 'CSGP', 'ILMN', 'GILD', 'BKNG', 'WBA']","['TSLA', 'NFLX', 'FANG', 'MU', 'DXCM', 'META', 'ENPH', 'ASML', 'ALGN', 'CSGP']","['FANG', 'TSLA', 'DXCM', 'ALGN', 'NFLX', 'META', 'MU', 'ILMN', 'BKR', 'CSGP']"
2013-10-29,"['AAPL', 'NVDA', 'TSLA', 'META', 'GOOG', 'GOOGL', 'MU', 'AMZN', 'MSFT', 'NFLX']","['MSFT', 'INTC', 'TXN', 'QCOM', 'SBUX', 'PCAR', 'AEP', 'AMGN', 'TMUS', 'COST']","['MSFT', 'ROST', 'COST', 'FANG']","['TSLA', 'FANG', 'NFLX', 'ALGN', 'DXCM', 'CSGP', 'ILMN', 'GILD', 'BKNG', 'NXPI']","['TSLA', 'NFLX', 'MU', 'FANG', 'META', 'ENPH', 'DXCM', 'ALGN', 'ASML', 'CSGP']","['FANG', 'TSLA', 'NFLX', 'ALGN', 'DXCM', 'MU', 'ILMN', 'NXPI', 'BKR', 'CSGP']"
2013-10-30,"['AAPL', 'NVDA', 'META', 'TSLA', 'AMZN', 'GOOG', 'GOOGL', 'MSFT', 'MU', 'CSCO']","['MSFT', 'INTC', 'SBUX', 'TXN', 'AEP', 'PCAR', 'AMGN', 'TMUS', 'COST']","['MSFT', 'ROST', 'ADP', 'COST', 'FANG']","['TSLA', 'FANG', 'ALGN', 'NFLX', 'CSGP', 'DXCM', 'GILD', 'ILMN', 'BKNG', 'TMUS']","['TSLA', 'NFLX', 'MU', 'FANG', 'META', 'ASML', 'DXCM', 'ENPH', 'EA', 'ALGN']","['FANG', 'TSLA', 'ALGN', 'NFLX', 'MU', 'GILD', 'DXCM', 'ILMN', 'BKR', 'NXPI']"
2013-10-31,"['NVDA', 'AAPL', 'META', 'TSLA', 'GOOG', 'GOOGL', 'AMZN', 'MU', 'MSFT', 'CSCO']","['MSFT', 'INTC', 'SBUX', 'TXN', 'AEP', 'AMGN', 'PCAR', 'COST']","['MSFT', 'AEP', 'ROST', 'COST', 'FANG']","['TSLA', 'FANG', 'ALGN', 'NFLX', 'MU', 'CSGP', 'ILMN', 'GILD', 'DXCM', 'NXPI']","['TSLA', 'NFLX', 'MU', 'FANG', 'META', 'DXCM', 'ASML', 'ALGN', 'CSGP', 'EA']","['FANG', 'TSLA', 'ALGN', 'NFLX', 'MU', 'NXPI', 'META', 'ILMN', 'AMZN', 'DXCM']"
2013-11-01,"['AAPL', 'NVDA', 'TSLA', 'META', 'AMZN', 'GOOG', 'GOOGL', 'MU', 'MSFT', 'CSCO']","['MSFT', 'INTC', 'SBUX', 'QCOM', 'EXC', 'TXN', 'AEP', 'AMGN', 'COST', 'TMUS']","['MSFT', 'AEP', 'ROST', 'COST', 'FANG']","['TSLA', 'FANG', 'ALGN', 'NFLX', 'ILMN', 'GILD', 'DXCM', 'CSGP', 'TMUS', 'NXPI']","['TSLA', 'NFLX', 'MU', 'FANG', 'META', 'ENPH', 'DXCM', 'ALGN', 'GILD', 'ASML']","['TSLA', 'FANG', 'NFLX', 'ALGN', 'MU', 'ILMN', 'META', 'GILD', 'BKR', 'NXPI']"
2013-11-04,"['NVDA', 'AAPL', 'TSLA', 'META', 'GOOG', 'GOOGL', 'AMZN', 'MU', 'CSCO', 'MSFT']","['MSFT', 'INTC', 'QCOM', 'SBUX', 'TMUS', 'AEP', 'AMGN', 'COST']","['MSFT', 'AEP', 'ROST', 'COST', 'FANG']","['FANG', 'ALGN', 'NFLX', 'ILMN', 'TMUS', 'DXCM', 'GILD', 'CSGP', 'WBA', 'NXPI']","['TSLA', 'NFLX', 'MU', 'FANG', 'ENPH', 'META', 'ALGN', 'DXCM', 'CSGP', 'GILD']","['TSLA', 'ALGN', 'FANG', 'NFLX', 'ILMN', 'MU', 'BKR', 'NXPI', 'GOOG', 'GOOGL']"
2013-11-05,"['NVDA', 'TSLA', 'AAPL', 'META', 'MSFT', 'GOOG', 'GOOGL', 'CSCO', 'AMZN', 'MRVL']","['MSFT', 'INTC', 'SBUX', 'AEP', 'AMGN', 'COST']","['MSFT', 'AEP', 'ROST', 'FANG', 'COST']","['FANG', 'NFLX', 'ALGN', 'ILMN', 'GILD', 'CSGP', 'DXCM', 'TMUS', 'WBA', 'NXPI']","['TSLA', 'NFLX', 'FANG', 'MU', 'ENPH', 'META', 'DXCM', 'CSGP', 'ALGN', 'REGN']","['TSLA', 'FANG', 'ALGN', 'NFLX', 'ILMN', 'MU', 'BKR', 'META', 'NXPI', 'AMZN']"
2013-11-06,"['TSLA', 'AAPL', 'NVDA', 'MSFT', 'META', 'CSCO', 'AMZN', 'GOOG', 'GOOGL', 'INTC']","['MSFT', 'INTC', 'EXC', 'SBUX', 'AMGN', 'AEP', 'COST', 'BIIB']","['MSFT', 'AEP', 'COST', 'ROST', 'FANG']","['TSLA', 'FANG', 'NFLX', 'ALGN', 'ILMN', 'CSGP', 'TMUS', 'WBA', 'NXPI', 'GILD']","['TSLA', 'NFLX', 'FANG', 'MU', 'META', 'ENPH', 'ALGN', 'CSGP', 'DXCM', 'GILD']","['FANG', 'ALGN', 'NFLX', 'TSLA', 'ILMN', 'BKR', 'MU', 'META', 'GOOG', 'GOOGL']"
2013-11-07,"['NVDA', 'TSLA', 'AAPL', 'META', 'AMZN', 'GOOG', 'GOOGL', 'MSFT', 'MU', 'CSCO']","['MSFT', 'INTC', 'SBUX', 'TXN', 'AMGN', 'AEP', 'COST', 'BIIB']","['MSFT', 'FANG', 'AEP', 'COST', 'ROST']","['TSLA', 'FANG', 'DXCM', 'ALGN', 'NFLX', 'ILMN', 'WBA', 'GILD', 'NXPI', 'TMUS']","['TSLA', 'NFLX', 'FANG', 'MU', 'DXCM', 'ENPH', 'META', 'ALGN', 'CSGP', 'GILD']","['DXCM', 'FANG', 'ALGN', 'NFLX', 'ILMN', 'MU', 'TSLA', 'MRVL', 'GOOG', 'GOOGL']"
2013-11-08,"['NVDA', 'TSLA', 'AAPL', 'META', 'AMZN', 'GOOG', 'GOOGL', 'MSFT', 'AVGO', 'MU']","['MSFT', 'INTC', 'EBAY', 'SBUX', 'TXN', 'TMUS', 'AEP', 'AMGN', 'COST', 'BIIB']","['MSFT', 'AEP', 'COST', 'ROST', 'FANG']","['FANG', 'NFLX', 'DXCM', 'ALGN', 'MU', 'ILMN', 'META', 'CSGP', 'GILD', 'TMUS']","['NFLX', 'TSLA', 'ENPH', 'FANG', 'MU', 'DXCM', 'META', 'ALGN', 'CSGP', 'GILD']","['ALGN', 'FANG', 'NFLX', 'DXCM', 'ILMN', 'MU', 'MRVL', 'BKR', 'META', 'AMZN']"
2013-11-11,"['NVDA', 'AAPL', 'TSLA', 'META', 'AMZN', 'GOOG', 'GOOGL', 'MU', 'MSFT', 'CSCO']","['MSFT', 'INTC', 'AEP', 'SBUX', 'TXN', 'AMGN', 'COST', 'BIIB']","['MSFT', 'AEP', 'ROST', 'FANG']","['FANG', 'NFLX', 'ALGN', 'DXCM', 'MU', 'ILMN', 'CSGP', 'BKNG', 'GILD', 'WBA']","['TSLA', 'NFLX', 'MU', 'FANG', 'ENPH', 'DXCM', 'META', 'ALGN', 'CSGP', 'GILD']","['ALGN', 'FANG', 'NFLX', 'DXCM', 'MU', 'ILMN', 'MRVL', 'BKR', 'AMZN', 'CSGP']"
2013-11-12,"['NVDA', 'TSLA', 'AAPL', 'META', 'GOOG', 'GOOGL', 'AMZN', 'CSCO', 'INTC', 'MU']","['EXC', 'INTC', 'MSFT', 'AEP', 'SBUX', 'AMGN']","['MSFT', 'AEP', 'ROST', 'FANG']","['FANG', 'MU', 'DXCM', 'ALGN', 'NFLX', 'ILMN', 'BKNG', 'CSGP', 'GILD', 'ADBE']","['TSLA', 'NFLX', 'ENPH', 'MU', 'FANG', 'DXCM', 'META', 'ALGN', 'CSGP', 'EA']","['ALGN', 'FANG', 'NFLX', 'DXCM', 'MU', 'ILMN', 'MRVL', 'AMZN', 'BKR', 'GOOGL']"
2013-11-13,"['NVDA', 'AAPL', 'TSLA', 'META', 'CSCO', 'GOOG', 'GOOGL', 'AMZN', 'MSFT', 'MU']","['MSFT', 'INTC', 'SBUX', 'AEP', 'AMGN']","['MSFT', 'AEP', 'ROST', 'FANG']","['FANG', 'DXCM', 'MU', 'ALGN', 'NFLX', 'ILMN', 'CSGP', 'BKNG', 'ADBE', 'GILD']","['TSLA', 'NFLX', 'ENPH', 'FANG', 'MU', 'DXCM', 'META', 'CSGP', 'ALGN', 'EA']","['ALGN', 'FANG', 'NFLX', 'DXCM', 'MU', 'ILMN', 'MRVL', 'META', 'AMZN', 'GOOGL']"
2013-11-14,"['NVDA', 'AAPL', 'TSLA', 'AMZN', 'META', 'AVGO', 'GOOG', 'GOOGL', 'MSFT', 'MU']","['MSFT', 'INTC', 'SBUX', 'AMGN', 'AEP']","['MSFT', 'EBAY', 'AEP', 'ROST', 'FANG']","['FANG', 'MU', 'NFLX', 'DXCM', 'ALGN', 'ILMN', 'BKNG', 'CSGP', 'AMZN', 'GILD']","['TSLA', 'NFLX', 'ENPH', 'MU', 'FANG', 'DXCM', 'CSGP', 'META', 'ALGN', 'EA']","['FANG', 'MU', 'ALGN', 'NFLX', 'DXCM', 'AMZN', 'ILMN', 'META', 'BKNG', 'MRVL']"
2013-11-15,"['NVDA', 'AAPL', 'TSLA', 'AMZN', 'TMUS', 'MU', 'GOOG', 'GOOGL', 'MSFT', 'AVGO']","['MSFT', 'INTC', 'SBUX', 'AEP', 'AMGN', 'ENPH']","['MSFT', 'ROST', 'AEP', 'FANG']","['MU', 'FANG', 'NFLX', 'DXCM', 'ALGN', 'ILMN', 'BKNG', 'CSGP', 'GILD', 'AMZN']","['TSLA', 'NFLX', 'ENPH', 'MU', 'FANG', 'DXCM', 'CSGP', 'META', 'ALGN', 'ASML']","['MU', 'FANG', 'ALGN', 'NFLX', 'DXCM', 'AMZN', 'MRVL', 'ILMN', 'META', 'BKR']"
2013-11-18,"['TSLA', 'NVDA', 'AAPL', 'META', 'GOOG', 'GOOGL', 'AMZN', 'MSFT', 'MU', 'INTC']","['MSFT', 'INTC', 'SBUX', 'AEP', 'MRVL', 'AMGN', 'ENPH']","['MSFT', 'AMAT', 'AEP', 'ROST', 'FANG']","['MU', 'NFLX', 'DXCM', 'ILMN', 'BKNG', 'CSGP', 'AMZN', 'NXPI', 'MRVL', 'ADBE']","['NFLX', 'ENPH', 'TSLA', 'MU', 'FANG', 'DXCM', 'CSGP', 'ALGN', 'ASML', 'META']","['MU', 'NFLX', 'AMZN', 'ILMN', 'MRVL', 'FANG', 'CTSH', 'DXCM', 'BKNG', 'NXPI']"
2013-11-19,"['TSLA', 'AAPL', 'NVDA', 'META', 'MU', 'GOOG', 'GOOGL', 'MSFT', 'AMZN', 'LRCX']","['MU', 'MSFT', 'INTC', 'SBUX', 'AEP', 'AMGN', 'ENPH']","['MU', 'MSFT', 'AEP', 'ROST', 'FANG']","['MU', 'DXCM', 'NFLX', 'ILMN', 'BKNG', 'CSGP', 'AMZN', 'GILD', 'ROST', 'NXPI']","['NFLX', 'TSLA', 'MU', 'ENPH', 'FANG', 'DXCM', 'CSGP', 'ASML', 'META', 'ALGN']","['MU', 'NFLX', 'DXCM', 'AMZN', 'CTSH', 'ILMN', 'FANG', 'BKNG', 'CSGP', 'ROST']"
2013-11-20,"['TSLA', 'NVDA', 'AAPL', 'META', 'MU', 'GOOG', 'GOOGL', 'AMZN', 'MSFT', 'INTC']","['MU', 'MSFT', 'INTC', 'SBUX', 'AEP', 'AMGN', 'ENPH']","['MU', 'MSFT', 'AEP', 'ROST', 'FANG']","['MU', 'DXCM', 'NFLX', 'META', 'BKNG', 'ILMN', 'CSGP', 'GILD', 'AMZN', 'ROST']","['NFLX', 'TSLA', 'MU', 'FANG', 'ENPH', 'DXCM', 'CSGP', 'META', 'ASML', 'ALGN']","['MU', 'NFLX', 'DXCM', 'ILMN', 'BKNG', 'CTSH', 'AMZN', 'FANG', 'CSGP', 'ROST']"
2013-11-21,"['AAPL', 'NVDA', 'TSLA', 'MU', 'INTC', 'GOOG', 'GOOGL', 'AMZN', 'META', 'LRCX']","['INTC', 'MSFT', 'SBUX', 'AMGN', 'AEP', 'VRTX', 'ENPH']","['MSFT', 'AMGN', 'ROST', 'ADSK', 'AEP', 'FANG']","['MU', 'DXCM', 'ILMN', 'META', 'CSGP', 'BKNG', 'GILD', 'AMZN', 'NXPI', 'MRVL']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM', 'ENPH', 'CSGP', 'ASML', 'ALGN', 'META']","['MU', 'ILMN', 'NFLX', 'DXCM', 'FANG', 'AMZN', 'CTSH', 'CSGP', 'BKNG', 'MRVL']"
2013-11-22,"['AAPL', 'TSLA', 'NVDA', 'INTC', 'AMZN', 'CMCSA', 'GOOG', 'GOOGL', 'META', 'MU']","['INTC', 'MSFT', 'SBUX', 'AMGN', 'PEP', 'AEP', 'ENPH']","['MSFT', 'ADSK', 'AMGN', 'AEP', 'FANG']","['MU', 'NFLX', 'TSLA', 'FANG', 'DXCM', 'ILMN', 'META', 'GILD', 'BKNG', 'BIIB']","['NFLX', 'TSLA', 'MU', 'FANG', 'ENPH', 'DXCM', 'CSGP', 'ASML', 'ALGN', 'GILD']","['MU', 'NFLX', 'FANG', 'DXCM', 'BIIB', 'MRVL', 'ILMN', 'AMZN', 'ADSK', 'GILD']"
2013-11-25,"['NVDA', 'AAPL', 'TSLA', 'META', 'GOOG', 'GOOGL', 'AMZN', 'INTC', 'CMCSA', 'MU']","['INTC', 'CMCSA', 'MSFT', 'SBUX', 'MRVL', 'EA', 'AMGN', 'AEP', 'BIIB', 'ENPH']","['MU', 'MSFT', 'ADSK', 'AMGN', 'AEP', 'FANG']","['MU', 'TSLA', 'NFLX', 'DXCM', 'BIIB', 'GILD', 'META', 'ILMN', 'BKNG', 'MRVL']","['NFLX', 'TSLA', 'MU', 'FANG', 'ENPH', 'DXCM', 'CSGP', 'ASML', 'BIIB', 'GILD']","['MU', 'NFLX', 'BIIB', 'MRVL', 'DXCM', 'BKNG', 'GILD', 'FANG', 'ADSK', 'ILMN']"
2013-11-26,"['NVDA', 'AAPL', 'TSLA', 'GOOG', 'GOOGL', 'META', 'AMZN', 'MSFT', 'MU', 'INTC']","['MSFT', 'INTC', 'CMCSA', 'SBUX', 'MRVL', 'AEP', 'AMGN', 'ENPH']","['MSFT', 'MU', 'AEP', 'AMGN', 'ADSK', 'FANG']","['MU', 'TSLA', 'NFLX', 'DXCM', 'BKNG', 'BIIB', 'META', 'ILMN', 'GILD', 'CSGP']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM', 'ENPH', 'CSGP', 'ASML', 'ALGN', 'GILD']","['MU', 'NFLX', 'DXCM', 'BIIB', 'MRVL', 'BKNG', 'FANG', 'CTSH', 'CSGP', 'AMZN']"
2013-11-27,"['AAPL', 'TSLA', 'NVDA', 'AMZN', 'GOOG', 'META', 'GOOGL', 'MU', 'INTC', 'MSFT']","['INTC', 'MSFT', 'CMCSA', 'QCOM', 'SBUX', 'MRVL', 'AEP', 'AMGN', 'ENPH']","['MSFT', 'AEP', 'AMGN', 'ADSK', 'FANG', 'ALGN']","['MU', 'NFLX', 'DXCM', 'TSLA', 'BIIB', 'BKNG', 'META', 'ILMN', 'CSGP', 'GILD']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM', 'ENPH', 'CSGP', 'ALGN', 'ASML', 'GILD']","['MU', 'NFLX', 'DXCM', 'BIIB', 'MRVL', 'BKNG', 'CSGP', 'AMZN', 'ILMN', 'CTSH']"
2013-11-29,"['AAPL', 'TSLA', 'NVDA', 'AMZN', 'GOOG', 'GOOGL', 'META', 'MSFT', 'MU', 'AMD']","['MSFT', 'INTC', 'SBUX', 'AMGN', 'MRVL', 'AEP', 'ENPH']","['MSFT', 'AMGN', 'AEP', 'ADSK', 'FANG', 'ALGN']","['MU', 'NFLX', 'TSLA', 'DXCM', 'BKNG', 'BIIB', 'META', 'CSGP', 'GILD', 'ILMN']","['NFLX', 'TSLA', 'MU', 'ENPH', 'FANG', 'DXCM', 'CSGP', 'ALGN', 'GILD', 'BIIB']","['MU', 'NFLX', 'DXCM', 'BIIB', 'BKNG', 'MRVL', 'AMZN', 'CSGP', 'GILD', 'ADSK']"
2013-12-02,"['AAPL', 'NVDA', 'TSLA', 'AMZN', 'GOOG', 'GOOGL', 'META', 'MSFT', 'MU', 'INTC']","['MSFT', 'INTC', 'SBUX', 'AEP', 'AMGN', 'ENPH']","['MSFT', 'AEP', 'ADSK', 'ALGN', 'FANG']","['MU', 'NFLX', 'DXCM', 'TSLA', 'BIIB', 'BKNG', 'CSGP', 'ILMN', 'GILD', 'META']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM', 'ENPH', 'CSGP', 'ALGN', 'GILD', 'BIIB']","['MU', 'NFLX', 'DXCM', 'BIIB', 'BKNG', 'MRVL', 'CSGP', 'AMZN', 'FANG', 'GILD']"
2013-12-03,"['AAPL', 'TSLA', 'NVDA', 'AMZN', 'GOOG', 'GOOGL', 'MSFT', 'MU', 'INTC', 'META']","['MSFT', 'INTC', 'SBUX', 'AEP', 'AMGN', 'ENPH']","['MSFT', 'AEP', 'DXCM', 'ADSK', 'FANG', 'ALGN']","['MU', 'NFLX', 'DXCM', 'BKNG', 'BIIB', 'CSGP', 'META', 'ILMN', 'AMZN', 'GILD']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM', 'ENPH', 'CSGP', 'ALGN', 'GILD', 'BIIB']","['MU', 'NFLX', 'DXCM', 'BIIB', 'BKNG', 'MRVL', 'CSGP', 'AMZN', 'FANG', 'CTSH']"
2013-12-04,"['NVDA', 'AAPL', 'TSLA', 'META', 'MSFT', 'GOOG', 'GOOGL', 'AMZN', 'INTC', 'LRCX']","['MSFT', 'INTC', 'GILD', 'SBUX', 'QCOM', 'AEP', 'AMGN', 'BIIB', 'ENPH']","['MSFT', 'QCOM', 'DXCM', 'AEP', 'FANG', 'ALGN']","['MU', 'DXCM', 'NFLX', 'BKNG', 'BIIB', 'ILMN', 'AMZN', 'GILD', 'MRVL', 'CSGP']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM', 'ENPH', 'CSGP', 'ALGN', 'GILD', 'ILMN']","['MU', 'DXCM', 'NFLX', 'BIIB', 'MRVL', 'BKNG', 'META', 'AMZN', 'ADSK', 'CTSH']"
2013-12-05,"['AAPL', 'NVDA', 'TSLA', 'MSFT', 'AVGO', 'GOOG', 'INTC', 'GOOGL', 'META', 'AMZN']","['MSFT', 'INTC', 'GILD', 'QCOM', 'SBUX', 'AEP', 'AMGN', 'ENPH']","['MSFT', 'QCOM', 'AEP', 'DXCM', 'FANG', 'ALGN']","['MU', 'DXCM', 'TSLA', 'NFLX', 'BIIB', 'BKNG', 'META', 'ILMN', 'GILD', 'AMZN']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM', 'ENPH', 'CSGP', 'ALGN', 'GILD', 'BIIB']","['MU', 'DXCM', 'NFLX', 'BIIB', 'BKNG', 'AMZN', 'GILD', 'CSGP', 'ADSK', 'META']"
2013-12-06,"['AAPL', 'NVDA', 'TSLA', 'GOOG', 'GOOGL', 'INTC', 'META', 'AMZN', 'MSFT', 'MU']","['INTC', 'MSFT', 'QCOM', 'SBUX', 'AEP', 'AMGN', 'ROST', 'ENPH']","['MSFT', 'QCOM', 'DLTR', 'AEP', 'ROST', 'DXCM', 'FANG', 'ALGN']","['MU', 'DXCM', 'TSLA', 'NFLX', 'BIIB', 'ILMN', 'BKNG', 'GILD', 'CSGP', 'META']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM', 'ENPH', 'CSGP', 'ALGN', 'GILD', 'BIIB']","['MU', 'DXCM', 'NFLX', 'BIIB', 'BKNG', 'GILD', 'CSGP', 'PANW', 'AMZN', 'ILMN']"
2013-12-09,"['NVDA', 'AAPL', 'TSLA', 'MU', 'GOOG', 'GOOGL', 'AMZN', 'META', 'MSFT', 'INTC']","['MSFT', 'INTC', 'SBUX', 'ROST', 'AEP', 'AMGN', 'ENPH']","['MSFT', 'ROST', 'AEP', 'DLTR', 'DXCM', 'FANG', 'ALGN']","['MU', 'NFLX', 'DXCM', 'ILMN', 'GILD', 'BIIB', 'CSGP', 'BKNG', 'META', 'AMZN']","['TSLA', 'NFLX', 'MU', 'FANG', 'DXCM', 'ALGN', 'CSGP', 'ENPH', 'GILD', 'ILMN']","['MU', 'NFLX', 'BIIB', 'GILD', 'DXCM', 'PANW', 'TSLA', 'CSGP', 'BKNG', 'META']"
2013-12-10,"['NVDA', 'AAPL', 'TSLA', 'GOOG', 'GOOGL', 'META', 'AMZN', 'MU', 'MSFT', 'AMD']","['MSFT', 'SBUX', 'INTC', 'ROST', 'AEP', 'AMGN', 'BIIB']","['MSFT', 'QCOM', 'ROST', 'DXCM', 'DLTR', 'FANG', 'ALGN']","['MU', 'NFLX', 'DXCM', 'ILMN', 'BIIB', 'BKNG', 'META', 'CSGP', 'GILD', 'AMZN']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM', 'ENPH', 'CSGP', 'ALGN', 'GILD', 'ILMN']","['MU', 'NFLX', 'BIIB', 'META', 'BKNG', 'PANW', 'AMZN', 'TSLA', 'CSGP', 'GILD']"
2013-12-11,"['NVDA', 'AAPL', 'TSLA', 'GOOG', 'GOOGL', 'META', 'MU', 'AMZN', 'MSFT', 'INTC']","['MSFT', 'INTC', 'SBUX', 'ROST', 'TXN', 'AMGN', 'AEP']","['MSFT', 'ROST', 'DLTR', 'DXCM', 'FANG']","['MU', 'NFLX', 'TSLA', 'DXCM', 'ILMN', 'BKNG', 'BIIB', 'META', 'AMZN', 'CSGP']","['NFLX', 'TSLA', 'MU', 'FANG', 'DXCM', 'CSGP', 'ALGN', 'ILMN', 'BKNG', 'CHTR']","['MU', 'NFLX', 'BIIB', 'META', 'PANW', 'BKNG', 'DXCM', 'AMZN', 'TSLA', 'ILMN']"
2013-12-12,"['AAPL', 'NVDA', 'TSLA', 'META', 'GOOG', 'GOOGL', 'MU', 'AMZN', 'MSFT', 'INTC']","['MSFT', 'INTC', 'SBUX', 'ROST', 'AMGN', 'AEP', 'COST']","['MSFT', 'ROST', 'DXCM', 'DLTR', 'FANG']","['MU', 'NFLX', 'DXCM', 'META', 'ILMN', 'TSLA', 'BKNG', 'BIIB', 'AMZN', 'CSGP']","['TSLA', 'NFLX', 'MU', 'FANG', 'DXCM', 'CSGP', 'ALGN', 'ILMN', 'CHTR', 'BKNG']","['MU', 'NFLX', 'META', 'TSLA', 'BIIB', 'DXCM', 'PANW', 'AMZN', 'BKNG', 'ILMN']"
2013-12-13,"['AAPL', 'NVDA', 'TSLA', 'GOOG', 'GOOGL', 'META', 'AMZN', 'MSFT', 'MU', 'CMCSA']","['MSFT', 'INTC', 'SBUX', 'ROST', 'AMGN', 'AEP']","['MSFT', 'ROST', 'DXCM', 'DLTR', 'FANG']","['MU', 'NFLX', 'META', 'DXCM', 'TSLA', 'ILMN', 'BKNG', 'BIIB', 'ADBE', 'AMZN']","['TSLA', 'NFLX', 'MU', 'DXCM', 'FANG', 'CSGP', 'ALGN', 'ENPH', 'ILMN', 'BKNG']","['MU', 'NFLX', 'META', 'TSLA', 'PANW', 'BIIB', 'DXCM', 'ILMN', 'AMZN', 'ADBE']"
2013-12-16,"['AAPL', 'NVDA', 'AVGO', 'TSLA', 'META', 'GOOG', 'GOOGL', 'AMZN', 'MU', 'MSFT']","['MSFT', 'EBAY', 'INTC', 'SBUX', 'ROST', 'AEP', 'AMGN', 'ASML']","['MSFT', 'EBAY', 'ROST', 'DLTR', 'DXCM', 'ASML', 'FANG']","['MU', 'TSLA', 'NFLX', 'DXCM', 'META', 'ILMN', 'ALGN', 'BKNG', 'AVGO', 'AMZN']","['TSLA', 'NFLX', 'MU', 'DXCM', 'FANG', 'ALGN', 'CSGP', 'META', 'ILMN', 'GILD']","['MU', 'META', 'NFLX', 'TSLA', 'DXCM', 'ILMN', 'AVGO', 'PANW', 'BIIB', 'AMZN']"
2013-12-17,"['NVDA', 'AAPL', 'TSLA', 'AVGO', 'META', 'GOOG', 'GOOGL', 'AMZN', 'MSFT', 'INTC']","['MSFT', 'INTC', 'CMCSA', 'SBUX', 'AMGN', 'ROST', 'AEP', 'ENPH']","['MSFT', 'ROST', 'PCAR', 'DLTR', 'DXCM', 'FANG', 'ENPH']","['MU', 'TSLA', 'NFLX', 'META', 'DXCM', 'ILMN', 'AVGO', 'ALGN', 'FANG', 'AMZN']","['TSLA', 'NFLX', 'MU', 'DXCM', 'FANG', 'ALGN', 'CSGP', 'META', 'ILMN', 'BKNG']","['MU', 'NFLX', 'META', 'TSLA', 'AVGO', 'DXCM', 'PANW', 'ILMN', 'BIIB', 'ALGN']"
2013-12-18,"['AAPL', 'NVDA', 'TSLA', 'MU', 'GOOG', 'GOOGL', 'META', 'AMZN', 'MSFT', 'AVGO']","['MSFT', 'INTC', 'CSX', 'SBUX', 'EA', 'AMGN', 'ROST', 'AEP', 'ENPH']","['MSFT', 'PCAR', 'ROST', 'AEP', 'DLTR', 'DXCM', 'FANG', 'ENPH']","['MU', 'TSLA', 'NFLX', 'META', 'DXCM', 'ILMN', 'AVGO', 'BKNG', 'AMZN', 'BIIB']","['TSLA', 'NFLX', 'MU', 'DXCM', 'FANG', 'ALGN', 'CSGP', 'ILMN', 'META', 'GILD']","['META', 'NFLX', 'TSLA', 'MU', 'AVGO', 'PANW', 'ILMN', 'DXCM', 'BIIB', 'ALGN']"
