,gtaa_buy_signal,sentiment_buy,risk_buy,dm_buy_signal,paa_buy_signal,daa_buy_signal
2014-06-24,"['NVDA', 'AAPL', 'TSLA', 'MU', 'META']","['INTC', 'MSFT', 'SBUX', 'EXC', 'GILD']","['MSFT', 'EA', 'ROST', 'PCAR', 'AMGN']","['FANG', 'MU', 'EA', 'NXPI', 'PANW']","['META', 'FANG', 'MU', 'ILMN', 'TSLA']","['FANG', 'MU', 'VRTX', 'PANW', 'TSLA']"
2014-06-25,"['NVDA', 'AAPL', 'TSLA', 'META', 'INTC']","['INTC', 'MU', 'MSFT', 'QCOM', 'MRVL']","['MU', 'MSFT', 'MRVL', 'VRTX', 'ROST']","['FANG', 'MU', 'PANW', 'NXPI', 'EA']","['META', 'FANG', 'MU', 'ILMN', 'TSLA']","['FANG', 'MU', 'VRTX', 'TSLA', 'PANW']"
2014-06-26,"['NVDA', 'AAPL', 'TSLA', 'META', 'GOOGL']","['INTC', 'MSFT', 'MU', 'SBUX', 'GILD']","['MSFT', 'MU', 'VRTX', 'ROST', 'AMGN']","['FANG', 'MU', 'PANW', 'EA', 'NXPI']","['META', 'FANG', 'ILMN', 'MU', 'TSLA']","['FANG', 'MU', 'VRTX', 'PANW', 'TSLA']"
2014-06-27,"['NVDA', 'AAPL', 'TSLA', 'MSFT', 'MU']","['MSFT', 'INTC', 'PCAR', 'SBUX', 'QCOM']","['MSFT', 'CMCSA', 'PCAR', 'AMGN', 'ANSS']","['FANG', 'MU', 'PANW', 'NXPI', 'EA']","['META', 'FANG', 'ILMN', 'MU', 'TSLA']","['FANG', 'VRTX', 'MU', 'TSLA', 'ILMN']"
2014-06-30,"['AAPL', 'NVDA', 'TSLA', 'CMCSA', 'MU']","['CMCSA', 'MSFT', 'INTC', 'SBUX', 'QCOM']","['MU', 'MSFT', 'AMGN', 'PCAR', 'ANSS']","['FANG', 'MU', 'ILMN', 'PANW', 'NXPI']","['META', 'FANG', 'ILMN', 'MU', 'TSLA']","['FANG', 'MU', 'VRTX', 'ILMN', 'TSLA']"
2014-07-01,"['NVDA', 'AAPL', 'TSLA', 'NFLX', 'MU']","['MU', 'INTC', 'MSFT', 'SBUX', 'SIRI']","['MU', 'MSFT', 'PCAR', 'AMGN', 'AEP']","['FANG', 'MU', 'ILMN', 'PANW', 'AVGO']","['META', 'FANG', 'ILMN', 'MU', 'NXPI']","['FANG', 'MU', 'VRTX', 'ILMN', 'TSLA']"
2014-07-02,"['NVDA', 'TSLA', 'AAPL', 'META', 'CSCO']","['MU', 'MSFT', 'CMCSA', 'INTC', 'QCOM']","['MU', 'MSFT', 'SIRI', 'EA', 'PCAR']","['MU', 'FANG', 'ILMN', 'PANW', 'AVGO']","['META', 'FANG', 'ILMN', 'MU', 'NXPI']","['VRTX', 'MU', 'FANG', 'ILMN', 'NFLX']"
2014-07-03,"['NVDA', 'AAPL', 'TSLA', 'META', 'AMD']","['INTC', 'MSFT', 'CMCSA', 'MU', 'SBUX']","['MSFT', 'MU', 'ANSS']","['MU', 'FANG', 'ILMN', 'PANW', 'AVGO']","['META', 'FANG', 'ILMN', 'MU', 'NFLX']","['VRTX', 'MU', 'FANG', 'ILMN', 'NFLX']"
2014-07-07,"['AAPL', 'NVDA', 'TSLA', 'META', 'GOOGL']","['CMCSA', 'INTC', 'MSFT', 'MU', 'SBUX']","['MSFT', 'MU', 'ADP', 'ANSS']","['MU', 'FANG', 'ILMN', 'AVGO', 'NXPI']","['META', 'FANG', 'ILMN', 'MU', 'NXPI']","['VRTX', 'MU', 'FANG', 'ILMN', 'NFLX']"
2014-07-08,"['AAPL', 'NVDA', 'TSLA', 'META', 'GOOGL']","['INTC', 'MSFT', 'CMCSA', 'SBUX', 'PAYX']","['MSFT', 'MRVL', 'PAYX', 'COST', 'ADP']","['MU', 'FANG', 'AVGO', 'NXPI', 'LRCX']","['META', 'FANG', 'MU', 'ILMN', 'NXPI']","['VRTX', 'MU', 'FANG', 'ILMN', 'LRCX']"
2014-07-09,"['NVDA', 'AAPL', 'TSLA', 'META', 'MU']","['INTC', 'MSFT', 'EXC', 'SBUX', 'AEP']","['MSFT', 'SIRI', 'AMGN', 'PAYX', 'COST']","['FANG', 'MU', 'AVGO', 'ILMN', 'LRCX']","['META', 'MU', 'FANG', 'ILMN', 'NXPI']","['VRTX', 'MU', 'FANG', 'GILD', 'ILMN']"
2014-07-10,"['NVDA', 'AAPL', 'TSLA', 'META', 'AMD']","['MU', 'INTC', 'MSFT', 'EXC', 'SBUX']","['MU', 'MSFT', 'COST', 'AEP', 'PCAR']","['MU', 'FANG', 'AVGO', 'LRCX', 'VRTX']","['MU', 'META', 'ILMN', 'FANG', 'NXPI']","['VRTX', 'MU', 'FANG', 'GILD', 'LRCX']"
2014-07-11,"['NVDA', 'AMZN', 'AAPL', 'TSLA', 'META']","['MSFT', 'INTC', 'EXC', 'SBUX', 'AMGN']","['MSFT', 'ROST', 'AEP', 'COST', 'PAYX']","['MU', 'FANG', 'NXPI', 'AVGO', 'VRTX']","['MU', 'META', 'ILMN', 'FANG', 'NXPI']","['VRTX', 'MU', 'FANG', 'LRCX', 'ILMN']"
2014-07-14,"['NVDA', 'AAPL', 'AMZN', 'TSLA', 'AMD']","['INTC', 'MSFT', 'MU', 'SBUX', 'AEP']","['MSFT', 'MU', 'ROST', 'AEP', 'COST']","['MU', 'ILMN', 'AVGO', 'NXPI', 'LRCX']","['MU', 'META', 'ILMN', 'FANG', 'NXPI']","['VRTX', 'MU', 'ILMN', 'ENPH', 'FANG']"
2014-07-15,"['NVDA', 'AAPL', 'AMD', 'TSLA', 'AMZN']","['INTC', 'MSFT', 'MU', 'SBUX', 'TMUS']","['MSFT', 'MU', 'QCOM', 'ROST', 'AEP']","['MU', 'AVGO', 'NXPI', 'LRCX', 'VRTX']","['MU', 'META', 'ILMN', 'FANG', 'NXPI']","['VRTX', 'MU', 'NFLX', 'CHTR', 'LRCX']"
2014-07-16,"['NVDA', 'AAPL', 'INTC', 'AMZN', 'MSFT']","['INTC', 'MSFT', 'SBUX', 'FAST', 'QCOM']","['MSFT', 'ROST', 'QCOM', 'SIRI', 'AEP']","['MU', 'INTC', 'NXPI', 'AVGO', 'EA']","['MU', 'META', 'ILMN', 'FANG', 'NXPI']","['VRTX', 'MU', 'INTC', 'EA', 'CHTR']"
2014-07-17,"['NVDA', 'AAPL', 'MSFT', 'AMZN', 'INTC']","['MSFT', 'INTC', 'SBUX', 'FAST', 'AMGN']","['MSFT', 'ROST', 'SIRI', 'AEP', 'CHTR']","['MU', 'INTC', 'LRCX', 'NXPI', 'VRTX']","['META', 'MU', 'FANG', 'ILMN', 'NXPI']","['VRTX', 'MU', 'INTC', 'CHTR', 'LRCX']"
2014-07-18,"['NVDA', 'AAPL', 'GOOGL', 'GOOG', 'AMZN']","['INTC', 'MSFT', 'QCOM', 'SBUX', 'TXN']","['MSFT', 'QCOM', 'MRVL', 'ROST', 'AEP']","['MU', 'AVGO', 'INTC', 'EA', 'NXPI']","['META', 'MU', 'ILMN', 'FANG', 'AVGO']","['VRTX', 'MU', 'EA', 'INTC', 'CHTR']"
2014-07-21,"['NVDA', 'AAPL', 'TSLA', 'META', 'AMZN']","['MSFT', 'INTC', 'GILD', 'QCOM', 'SBUX']","['MSFT', 'ROST', 'MRVL', 'AEP', 'ENPH']","['MU', 'ENPH', 'AVGO', 'INTC', 'EA']","['META', 'MU', 'ILMN', 'FANG', 'AVGO']","['VRTX', 'ENPH', 'MU', 'INTC', 'EA']"
2014-07-22,"['NVDA', 'AAPL', 'AMZN', 'NFLX', 'MSFT']","['MSFT', 'INTC', 'MU', 'SBUX', 'FAST']","['MSFT', 'PEP', 'MRVL', 'FAST', 'ROST']","['ENPH', 'MU', 'INTC', 'AVGO', 'EA']","['META', 'MU', 'ILMN', 'FANG', 'AVGO']","['VRTX', 'ENPH', 'INTC', 'MU', 'EA']"
2014-07-23,"['AAPL', 'NVDA', 'META', 'AMZN', 'MSFT']","['MSFT', 'INTC', 'SBUX', 'FAST', 'AMGN']","['MSFT', 'MRVL', 'FAST', 'ROST', 'AEP']","['MU', 'ENPH', 'INTC', 'ILMN', 'AVGO']","['META', 'MU', 'ILMN', 'FANG', 'AVGO']","['VRTX', 'ENPH', 'MU', 'INTC', 'META']"
2014-07-24,"['NVDA', 'AAPL', 'AMZN', 'META', 'TSLA']","['INTC', 'MSFT', 'SBUX', 'FAST', 'AMGN']","['MSFT', 'GILD', 'FAST', 'ROST', 'ORLY']","['ENPH', 'MU', 'INTC', 'FANG', 'PANW']","['META', 'MU', 'FANG', 'ILMN', 'AVGO']","['ENPH', 'META', 'MU', 'INTC', 'ISRG']"
2014-07-25,"['NVDA', 'AAPL', 'TSLA', 'META', 'LRCX']","['INTC', 'MSFT', 'CMCSA', 'SBUX', 'FAST']","['MSFT', 'FAST', 'ROST', 'ANSS']","['ENPH', 'MU', 'INTC', 'PANW', 'META']","['MU', 'FANG', 'META', 'ILMN', 'AVGO']","['ENPH', 'META', 'MU', 'INTC', 'ISRG']"
2014-07-28,"['NVDA', 'AAPL', 'TSLA', 'META', 'DLTR']","['INTC', 'MSFT', 'SBUX', 'ROST', 'AMGN']","['DLTR', 'MSFT', 'ROST', 'AMGN', 'ANSS']","['ENPH', 'MU', 'INTC', 'META', 'PANW']","['MU', 'FANG', 'META', 'ILMN', 'AVGO']","['ENPH', 'META', 'INTC', 'MU', 'AAPL']"
2014-07-29,"['NVDA', 'AAPL', 'TSLA', 'META', 'CMCSA']","['MSFT', 'INTC', 'SBUX', 'AMGN', 'PCAR']","['MSFT', 'AMGN', 'PCAR', 'ROST', 'ANSS']","['MU', 'ENPH', 'INTC', 'META', 'PANW']","['MU', 'FANG', 'META', 'ILMN', 'AVGO']","['ENPH', 'META', 'INTC', 'MU', 'GILD']"
2014-07-30,"['NVDA', 'AAPL', 'TSLA', 'META', 'LRCX']","['INTC', 'MSFT', 'CSX', 'SBUX', 'AMGN']","['MSFT', 'GILD', 'AMGN', 'ROST', 'TMUS']","['ENPH', 'INTC', 'META', 'PANW', 'ILMN']","['MU', 'FANG', 'ILMN', 'META', 'AVGO']","['ENPH', 'INTC', 'META', 'ISRG', 'MU']"
2014-07-31,"['NVDA', 'AAPL', 'TSLA', 'AMD', 'LRCX']","['INTC', 'MSFT', 'CSX', 'GILD', 'EXC']","['MSFT', 'GILD', 'AMGN', 'ROST', 'PCAR']","['ENPH', 'INTC', 'META', 'LRCX', 'LULU']","['MU', 'FANG', 'ILMN', 'META', 'AVGO']","['ENPH', 'INTC', 'META', 'ISRG', 'GILD']"
2014-08-01,"['NVDA', 'AAPL', 'TSLA', 'GOOGL', 'META']","['INTC', 'MSFT', 'CSX', 'QCOM', 'EXC']","['MSFT', 'GILD', 'AMGN', 'ROST', 'ANSS']","['INTC', 'ENPH', 'LULU', 'META', 'LRCX']","['MU', 'ILMN', 'META', 'AVGO', 'FANG']","['ENPH', 'INTC', 'ISRG', 'META', 'LRCX']"
2014-08-04,"['NVDA', 'AAPL', 'TSLA', 'MSFT', 'META']","['MSFT', 'INTC', 'CSX', 'PEP', 'SBUX']","['MSFT', 'ROST', 'VRTX', 'ANSS']","['INTC', 'META', 'LULU', 'ENPH', 'ILMN']","['MU', 'ILMN', 'AVGO', 'META', 'FANG']","['INTC', 'META', 'ENPH', 'ISRG', 'TSLA']"
2014-08-05,"['NVDA', 'AAPL', 'TSLA', 'INTC', 'AMD']","['INTC', 'MSFT', 'SBUX', 'COST', 'ODFL']","['MSFT', 'ANSS']","['INTC', 'LULU', 'FANG', 'META', 'AVGO']","['MU', 'ILMN', 'AVGO', 'META', 'FANG']","['ENPH', 'META', 'INTC', 'ISRG', 'TSLA']"
2014-08-06,"['NVDA', 'AAPL', 'TSLA', 'MU', 'META']","['INTC', 'MSFT', 'PEP', 'SBUX', 'COST']","['MSFT', 'PEP', 'ANSS']","['ENPH', 'INTC', 'FANG', 'META', 'GILD']","['MU', 'ILMN', 'AVGO', 'META', 'FANG']","['ENPH', 'TSLA', 'META', 'INTC', 'ISRG']"
2014-08-07,"['NVDA', 'AAPL', 'TSLA', 'META', 'MU']","['MU', 'MSFT', 'INTC', 'EXC', 'SBUX']","['MU', 'MSFT', 'ANSS']","['ENPH', 'TSLA', 'INTC', 'META', 'FANG']","['MU', 'ILMN', 'DXCM', 'ENPH', 'AVGO']","['ENPH', 'DXCM', 'TSLA', 'META', 'INTC']"
2014-08-08,"['NVDA', 'AAPL', 'TSLA', 'INTC', 'GOOG']","['INTC', 'MSFT', 'MU', 'SBUX', 'PCAR']","['MSFT', 'MU', 'ANSS']","['ENPH', 'FANG', 'INTC', 'META', 'TSLA']","['MU', 'ILMN', 'AVGO', 'ENPH', 'META']","['ENPH', 'DXCM', 'TSLA', 'META', 'MELI']"
2014-08-11,"['NVDA', 'AAPL', 'TSLA', 'AMD', 'INTC']","['INTC', 'MSFT', 'CMCSA', 'GILD', 'SBUX']","['MSFT', 'MNST', 'ANSS']","['ENPH', 'TSLA', 'INTC', 'FANG', 'PANW']","['MU', 'ILMN', 'AVGO', 'ENPH', 'META']","['ENPH', 'TSLA', 'DXCM', 'MELI', 'META']"
2014-08-12,"['NVDA', 'AAPL', 'TSLA', 'GOOG', 'GOOGL']","['INTC', 'MU', 'MSFT', 'CMCSA', 'FAST']","['MU', 'MSFT', 'MNST', 'EA', 'FAST']","['ENPH', 'TSLA', 'INTC', 'FANG', 'PANW']","['MU', 'ILMN', 'AVGO', 'META', 'FANG']","['ENPH', 'TSLA', 'DXCM', 'MELI', 'META']"
2014-08-13,"['NVDA', 'AAPL', 'TSLA', 'CSCO', 'GOOGL']","['INTC', 'MSFT', 'MU', 'GILD', 'SBUX']","['MSFT', 'MU', 'MNST', 'FAST', 'ANSS']","['ENPH', 'TSLA', 'INTC', 'PANW', 'FANG']","['MU', 'ILMN', 'META', 'AVGO', 'FANG']","['ENPH', 'TSLA', 'DXCM', 'MELI', 'PANW']"
2014-08-14,"['NVDA', 'AAPL', 'CSCO', 'TSLA', 'AMD']","['INTC', 'MSFT', 'MU', 'SBUX', 'FAST']","['MSFT', 'MU', 'CMCSA', 'GILD', 'FAST']","['ENPH', 'TSLA', 'PANW', 'INTC', 'GILD']","['ILMN', 'MU', 'META', 'AVGO', 'TSLA']","['ENPH', 'TSLA', 'DXCM', 'PANW', 'MELI']"
2014-08-15,"['NVDA', 'AAPL', 'MNST', 'TSLA', 'MSFT']","['MSFT', 'INTC', 'MU', 'QCOM', 'PANW']","['MSFT', 'CMCSA', 'MU', 'FAST', 'AMGN']","['ENPH', 'MNST', 'TSLA', 'GILD', 'INTC']","['MU', 'ILMN', 'AVGO', 'META', 'FANG']","['ENPH', 'MNST', 'TSLA', 'DXCM', 'PANW']"
2014-08-18,"['NVDA', 'AAPL', 'TSLA', 'AMD', 'MNST']","['INTC', 'MSFT', 'MU', 'SBUX', 'PANW']","['MSFT', 'MU', 'CMCSA', 'QCOM', 'FAST']","['ENPH', 'TSLA', 'MNST', 'GILD', 'FANG']","['MU', 'ILMN', 'AVGO', 'ENPH', 'META']","['ENPH', 'MNST', 'TSLA', 'DXCM', 'MELI']"
2014-08-19,"['AAPL', 'NVDA', 'TSLA', 'INTC', 'MSFT']","['INTC', 'MSFT', 'GILD', 'MU', 'ROST']","['MSFT', 'MNST', 'MU', 'ROST', 'FAST']","['ENPH', 'TSLA', 'MNST', 'GILD', 'FANG']","['MU', 'ILMN', 'AVGO', 'ENPH', 'FANG']","['ENPH', 'MNST', 'MELI', 'DXCM', 'TSLA']"
2014-08-20,"['NVDA', 'AAPL', 'TSLA', 'INTC', 'MSFT']","['INTC', 'MSFT', 'GILD', 'SBUX', 'ADSK']","['MSFT', 'GILD', 'MNST', 'FAST', 'ANSS']","['ENPH', 'MNST', 'GILD', 'TSLA', 'FANG']","['MU', 'ILMN', 'AVGO', 'ENPH', 'FANG']","['ENPH', 'MNST', 'MELI', 'DXCM', 'TSLA']"
2014-08-21,"['NVDA', 'AAPL', 'EBAY', 'TSLA', 'INTC']","['INTC', 'MSFT', 'GILD', 'ROST', 'SBUX']","['MSFT', 'MNST', 'GILD', 'ROST', 'XEL']","['ENPH', 'GILD', 'INTC', 'MNST', 'TSLA']","['MU', 'ILMN', 'AVGO', 'ENPH', 'FANG']","['ENPH', 'MNST', 'MELI', 'DXCM', 'ISRG']"
2014-08-22,"['NVDA', 'AAPL', 'TSLA', 'EBAY', 'CSCO']","['INTC', 'MSFT', 'GILD', 'MRVL', 'MU']","['MSFT', 'GILD', 'MU', 'ROST', 'XEL']","['ENPH', 'GILD', 'TSLA', 'MNST', 'INTC']","['MU', 'ILMN', 'AVGO', 'ENPH', 'FANG']","['ENPH', 'MNST', 'MELI', 'GILD', 'TSLA']"
2014-08-25,"['AAPL', 'NVDA', 'TSLA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'MU', 'MRVL', 'ROST']","['GILD', 'MSFT', 'MU', 'ROST', 'EA']","['ENPH', 'GILD', 'MNST', 'TSLA', 'INTC']","['MU', 'ILMN', 'AVGO', 'FANG', 'ENPH']","['ENPH', 'MNST', 'GILD', 'MELI', 'TSLA']"
2014-08-26,"['NVDA', 'AAPL', 'TSLA', 'GOOG', 'GOOGL']","['EBAY', 'INTC', 'CMCSA', 'MU', 'MSFT']","['GILD', 'CMCSA', 'MU', 'MSFT', 'CSX']","['ENPH', 'GILD', 'MNST', 'INTC', 'TSLA']","['MU', 'ILMN', 'FANG', 'AVGO', 'ENPH']","['ENPH', 'MNST', 'MELI', 'GILD', 'DXCM']"
2014-08-27,"['AAPL', 'NVDA', 'TSLA', 'META', 'GOOG']","['MSFT', 'INTC', 'MU', 'QCOM', 'MRVL']","['MSFT', 'MU', 'CSX', 'ROST', 'EA']","['ENPH', 'GILD', 'MNST', 'TSLA', 'INTC']","['MU', 'ILMN', 'ENPH', 'AVGO', 'FANG']","['ENPH', 'MNST', 'MELI', 'GILD', 'DXCM']"
2014-08-28,"['AAPL', 'NVDA', 'TSLA', 'GOOGL', 'GOOG']","['INTC', 'MSFT', 'CMCSA', 'MU', 'TMUS']","['MSFT', 'CMCSA', 'QCOM', 'ROST', 'EA']","['ENPH', 'GILD', 'MNST', 'TSLA', 'MU']","['MU', 'ILMN', 'ENPH', 'AVGO', 'FANG']","['ENPH', 'MNST', 'MELI', 'GILD', 'TSLA']"
2014-08-29,"['NVDA', 'AAPL', 'TSLA', 'AVGO', 'INTC']","['INTC', 'MSFT', 'MU', 'EXC', 'SBUX']","['MSFT', 'GILD', 'ROST', 'XEL', 'ENPH']","['ENPH', 'AVGO', 'GILD', 'TSLA', 'MNST']","['MU', 'ILMN', 'ENPH', 'AVGO', 'FANG']","['ENPH', 'MNST', 'MELI', 'AVGO', 'GILD']"
2014-09-02,"['AAPL', 'NVDA', 'TSLA', 'AVGO', 'META']","['INTC', 'MU', 'EBAY', 'MSFT', 'ROST']","['MSFT', 'ROST', 'XEL', 'ANSS', 'ENPH']","['ENPH', 'AVGO', 'TSLA', 'GILD', 'PANW']","['MU', 'ILMN', 'ENPH', 'AVGO', 'FANG']","['ENPH', 'MNST', 'AVGO', 'TSLA', 'GILD']"
2014-09-03,"['AAPL', 'NVDA', 'TSLA', 'MSFT', 'AVGO']","['MSFT', 'INTC', 'GILD', 'EXC', 'ROST']","['MSFT', 'PEP', 'ROST', 'XEL', 'BIIB']","['ENPH', 'AVGO', 'GILD', 'TSLA', 'PANW']","['ILMN', 'AVGO', 'MU', 'ENPH', 'FANG']","['ENPH', 'MNST', 'AVGO', 'MELI', 'GILD']"
2014-09-04,"['NVDA', 'AAPL', 'TSLA', 'GOOGL', 'EBAY']","['INTC', 'MSFT', 'MU', 'GILD', 'FAST']","['MSFT', 'MU', 'FAST', 'MNST', 'COST']","['ENPH', 'AVGO', 'TSLA', 'GILD', 'MNST']","['ILMN', 'AVGO', 'ENPH', 'MU', 'PANW']","['ENPH', 'MNST', 'AVGO', 'TSLA', 'MELI']"
2014-09-05,"['NVDA', 'AAPL', 'TSLA', 'EBAY', 'MSFT']","['MSFT', 'INTC', 'MU', 'ROST', 'AMGN']","['MSFT', 'MU', 'PANW', 'ROST', 'FAST']","['ENPH', 'AVGO', 'PANW', 'TSLA', 'MNST']","['AVGO', 'ILMN', 'MU', 'ENPH', 'PANW']","['ENPH', 'MNST', 'AVGO', 'MELI', 'TSLA']"
2014-09-08,"['NVDA', 'AAPL', 'TSLA', 'MSFT', 'GOOGL']","['MSFT', 'INTC', 'SBUX', 'MRVL', 'AMGN']","['MSFT', 'MRVL', 'PEP', 'ROST', 'FAST']","['ENPH', 'AVGO', 'TSLA', 'PANW', 'GILD']","['AVGO', 'ILMN', 'ENPH', 'MU', 'PANW']","['ENPH', 'AVGO', 'MNST', 'GILD', 'TSLA']"
2014-09-09,"['AAPL', 'NVDA', 'TSLA', 'MSFT', 'CMCSA']","['MSFT', 'CMCSA', 'INTC', 'MU', 'SBUX']","['MSFT', 'MU', 'MRVL', 'PEP', 'ROST']","['ENPH', 'AVGO', 'TSLA', 'GILD', 'PANW']","['AVGO', 'ILMN', 'ENPH', 'MU', 'PANW']","['ENPH', 'AVGO', 'MNST', 'GILD', 'TSLA']"
2014-09-10,"['AAPL', 'NVDA', 'TSLA', 'PANW', 'META']","['MSFT', 'INTC', 'MRVL', 'ROST', 'AMGN']","['MSFT', 'MRVL', 'ROST', 'XEL', 'ENPH']","['ENPH', 'PANW', 'AVGO', 'TSLA', 'GILD']","['AVGO', 'ILMN', 'ENPH', 'PANW', 'MU']","['ENPH', 'AVGO', 'MNST', 'PANW', 'GILD']"
2014-09-11,"['NVDA', 'AAPL', 'TSLA', 'META', 'PANW']","['MSFT', 'INTC', 'MU', 'SBUX', 'AMGN']","['MSFT', 'MU', 'MRVL', 'ROST', 'ASML']","['ENPH', 'PANW', 'AVGO', 'TSLA', 'GILD']","['AVGO', 'PANW', 'ILMN', 'ENPH', 'MU']","['ENPH', 'AVGO', 'MNST', 'PANW', 'GILD']"
2014-09-12,"['NVDA', 'AAPL', 'TSLA', 'MSFT', 'GOOGL']","['MSFT', 'INTC', 'MU', 'MRVL', 'AMGN']","['MSFT', 'PANW', 'MRVL', 'ROST', 'DLTR']","['ENPH', 'PANW', 'AVGO', 'TSLA', 'MNST']","['AVGO', 'ENPH', 'PANW', 'ILMN', 'MU']","['ENPH', 'AVGO', 'PANW', 'MNST', 'GILD']"
2014-09-15,"['NVDA', 'TSLA', 'AAPL', 'META', 'MSFT']","['MSFT', 'INTC', 'TMUS', 'ADSK', 'MRVL']","['MSFT', 'MU', 'MRVL', 'XEL', 'COST']","['ENPH', 'PANW', 'AVGO', 'MAR', 'GILD']","['AVGO', 'PANW', 'ILMN', 'ENPH', 'MU']","['ENPH', 'AVGO', 'PANW', 'MAR', 'NXPI']"
2014-09-16,"['AAPL', 'NVDA', 'TSLA', 'META', 'CSCO']","['MSFT', 'INTC', 'MRVL', 'ADSK', 'AMGN']","['MSFT', 'MRVL', 'XEL', 'COST', 'ASML']","['ENPH', 'PANW', 'AVGO', 'GILD', 'MAR']","['AVGO', 'ENPH', 'PANW', 'ILMN', 'MU']","['ENPH', 'AVGO', 'PANW', 'GILD', 'NXPI']"
2014-09-17,"['AAPL', 'NVDA', 'TSLA', 'MSFT', 'GOOGL']","['MSFT', 'INTC', 'MU', 'MRVL', 'AMGN']","['MSFT', 'MU', 'MRVL', 'XEL', 'COST']","['ENPH', 'PANW', 'AVGO', 'GILD', 'MAR']","['AVGO', 'ENPH', 'ILMN', 'PANW', 'MU']","['ENPH', 'AVGO', 'PANW', 'GILD', 'NXPI']"
2014-09-18,"['NVDA', 'AAPL', 'TSLA', 'MSFT', 'GOOGL']","['MSFT', 'INTC', 'MRVL', 'AMGN', 'XEL']","['MSFT', 'MU', 'MRVL', 'XEL', 'ANSS']","['ENPH', 'AVGO', 'PANW', 'NXPI', 'GILD']","['AVGO', 'ILMN', 'ENPH', 'PANW', 'NXPI']","['ENPH', 'AVGO', 'PANW', 'NXPI', 'VRTX']"
2014-09-19,"['NVDA', 'AAPL', 'MSFT', 'TSLA', 'GOOGL']","['MSFT', 'INTC', 'MU', 'QCOM', 'SBUX']","['MSFT', 'MRVL', 'XEL', 'ANSS']","['ENPH', 'AVGO', 'PANW', 'VRTX', 'GILD']","['AVGO', 'ILMN', 'PANW', 'ENPH', 'NXPI']","['ENPH', 'AVGO', 'VRTX', 'PANW', 'NXPI']"
2014-09-22,"['NVDA', 'AAPL', 'TSLA', 'MSFT', 'GOOGL']","['MSFT', 'INTC', 'SBUX', 'MRVL', 'AMGN']","['MSFT', 'MRVL', 'COST', 'XEL', 'ANSS']","['ENPH', 'PANW', 'AVGO', 'MNST', 'VRTX']","['AVGO', 'ILMN', 'PANW', 'NXPI', 'ENPH']","['ENPH', 'VRTX', 'AVGO', 'PANW', 'MNST']"
2014-09-23,"['AAPL', 'NVDA', 'TSLA', 'META', 'MSFT']","['MSFT', 'INTC', 'QCOM', 'SBUX', 'MNST']","['MSFT', 'MNST', 'MRVL', 'XEL', 'ANSS']","['ENPH', 'PANW', 'AVGO', 'VRTX', 'MNST']","['AVGO', 'PANW', 'ILMN', 'NXPI', 'MU']","['ENPH', 'VRTX', 'AVGO', 'PANW', 'NXPI']"
2014-09-24,"['AAPL', 'NVDA', 'TSLA', 'GOOGL', 'GOOG']","['CMCSA', 'MSFT', 'CSX', 'INTC', 'EXC']","['MSFT', 'CSX', 'SBUX', 'COST', 'XEL']","['ENPH', 'PANW', 'AVGO', 'VRTX', 'GILD']","['AVGO', 'PANW', 'ILMN', 'NXPI', 'MU']","['ENPH', 'VRTX', 'AVGO', 'PANW', 'GILD']"
2014-09-25,"['AAPL', 'NVDA', 'TSLA', 'GOOG', 'META']","['INTC', 'MSFT', 'TMUS', 'ROST', 'XEL']","['MSFT', 'XEL', 'ENPH', 'BIIB']","['ENPH', 'AVGO', 'PANW', 'VRTX', 'MNST']","['AVGO', 'PANW', 'ILMN', 'NXPI', 'MU']","['ENPH', 'VRTX', 'AVGO', 'PANW', 'GILD']"
2014-09-26,"['AAPL', 'NVDA', 'TSLA', 'MU', 'CSCO']","['MSFT', 'INTC', 'CMCSA', 'XEL', 'PCAR']","['MSFT', 'CMCSA', 'XEL', 'BIIB']","['PANW', 'AVGO', 'VRTX', 'MNST', 'GILD']","['AVGO', 'PANW', 'ILMN', 'MU', 'NXPI']","['ENPH', 'VRTX', 'AVGO', 'PANW', 'GILD']"
2014-09-29,"['NVDA', 'AAPL', 'TSLA', 'META', 'MU']","['INTC', 'MSFT', 'XEL', 'PCAR', 'AMGN']","['MSFT', 'XEL', 'BIIB']","['ENPH', 'PANW', 'VRTX', 'AVGO', 'MU']","['PANW', 'AVGO', 'ILMN', 'MU', 'ENPH']","['ENPH', 'VRTX', 'PANW', 'AVGO', 'MU']"
2014-09-30,"['NVDA', 'AAPL', 'EBAY', 'TSLA', 'CSCO']","['INTC', 'MSFT', 'MU', 'EXC', 'QCOM']","['MSFT', 'ENPH']","['ENPH', 'PANW', 'VRTX', 'AVGO', 'MNST']","['PANW', 'AVGO', 'ILMN', 'MU', 'ENPH']","['ENPH', 'VRTX', 'PANW', 'AVGO', 'MNST']"
2014-10-01,"['NVDA', 'AAPL', 'TSLA', 'EBAY', 'META']","['MSFT', 'MU', 'INTC', 'QCOM', 'MNST']","['MSFT', 'COST', 'ENPH']","['ENPH', 'PANW', 'AVGO', 'VRTX', 'MNST']","['PANW', 'AVGO', 'ILMN', 'MU', 'NXPI']","['ENPH', 'PANW', 'VRTX', 'AVGO', 'MNST']"
