,gtaa_buy_signal,sentiment_buy,risk_buy,dm_buy_signal,paa_buy_signal,daa_buy_signal
2014-05-21,"['NVDA', 'AAPL', 'TSLA']","['MSFT', 'INTC', 'GILD']",,"['AVGO', 'EA', 'MU']","['MU', 'META', 'FANG']","['EA', 'AVGO', 'MU']"
2014-05-22,"['AAPL', 'NVDA', 'TSLA']","['MSFT', 'INTC', 'CSX']",,"['AVGO', 'EA', 'MU']","['MU', 'META', 'TSLA']","['EA', 'AVGO', 'AAPL']"
2014-05-23,"['AAPL', 'NVDA', 'TSLA']","['CMCSA', 'MSFT', 'INTC']",['EA'],"['AVGO', 'EA', 'MU']","['META', 'MU', 'ILMN']","['EA', 'AVGO', 'AAPL']"
2014-05-27,"['AAPL', 'NVDA', 'TSLA']","['INTC', 'MSFT', 'EXC']",['EA'],"['MU', 'AVGO', 'NXPI']","['META', 'MU', 'ILMN']","['EA', 'AVGO', 'MU']"
2014-05-28,"['AAPL', 'NVDA', 'TSLA']","['INTC', 'MSFT', 'MU']","['COST', 'EA']","['MU', 'AVGO', 'NXPI']","['META', 'MU', 'ILMN']","['EA', 'MU', 'AVGO']"
2014-05-29,"['AAPL', 'NVDA', 'TSLA']","['INTC', 'MSFT', 'GILD']",['EA'],"['MU', 'AVGO', 'FANG']","['META', 'MU', 'ILMN']","['EA', 'AVGO', 'ILMN']"
2014-05-30,"['AAPL', 'NVDA', 'TSLA']","['INTC', 'MSFT', 'EXC']",['EA'],"['MU', 'FANG', 'AVGO']","['META', 'MU', 'ILMN']","['EA', 'NFLX', 'ILMN']"
2014-06-02,"['AAPL', 'NVDA', 'TSLA']","['INTC', 'MSFT', 'EXC']",,"['MU', 'AVGO', 'FANG']","['META', 'MU', 'ILMN']","['EA', 'AVGO', 'MU']"
2014-06-03,"['AAPL', 'NVDA', 'TSLA']","['INTC', 'MSFT', 'MU']",,"['FANG', 'MU', 'AVGO']","['META', 'MU', 'FANG']","['EA', 'AVGO', 'ILMN']"
2014-06-04,"['AAPL', 'NVDA', 'TSLA']","['MSFT', 'INTC', 'GILD']",,"['FANG', 'MU', 'AVGO']","['META', 'MU', 'FANG']","['EA', 'AVGO', 'ILMN']"
2014-06-05,"['AAPL', 'NVDA', 'TSLA']","['MSFT', 'INTC', 'MU']","['EBAY', 'PANW', 'ROST']","['FANG', 'MU', 'AVGO']","['META', 'MU', 'ILMN']","['EA', 'FANG', 'ILMN']"
2014-06-06,"['AAPL', 'NVDA', 'TSLA']","['INTC', 'MSFT', 'MU']","['ROST', 'EA']","['FANG', 'MU', 'AVGO']","['META', 'ILMN', 'MU']","['ILMN', 'EA', 'FANG']"
2014-06-09,"['AAPL', 'NVDA', 'TSLA']","['INTC', 'MSFT', 'EXC']","['ROST', 'EA']","['FANG', 'ILMN', 'AVGO']","['META', 'ILMN', 'FANG']","['FANG', 'PANW', 'ILMN']"
2014-06-10,"['AAPL', 'NVDA', 'META']","['INTC', 'MSFT', 'GILD']","['ROST', 'ADBE']","['FANG', 'ILMN', 'MU']","['META', 'ILMN', 'FANG']","['FANG', 'ILMN', 'PANW']"
2014-06-11,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'EXC', 'MSFT']","['ROST', 'ADBE']","['FANG', 'MU', 'ILMN']","['META', 'ILMN', 'FANG']","['FANG', 'ILMN', 'PANW']"
2014-06-12,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'CMCSA']","['ROST', 'DLTR']","['FANG', 'MU', 'ILMN']","['META', 'ILMN', 'MU']","['FANG', 'ILMN', 'PANW']"
2014-06-13,"['NVDA', 'AAPL', 'INTC']","['INTC', 'MSFT', 'SBUX']","['ROST', 'DLTR']","['FANG', 'MU', 'ILMN']","['META', 'FANG', 'ILMN']","['FANG', 'PANW', 'ILMN']"
2014-06-16,"['TSLA', 'NVDA', 'AAPL']","['INTC', 'MSFT', 'SBUX']",['ROST'],"['FANG', 'MU', 'ILMN']","['META', 'FANG', 'MU']","['FANG', 'MU', 'PANW']"
2014-06-17,"['TSLA', 'NVDA', 'AAPL']","['INTC', 'MSFT', 'GILD']","['ROST', 'VRTX']","['FANG', 'MU', 'ILMN']","['META', 'FANG', 'MU']","['FANG', 'MU', 'PANW']"
2014-06-18,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'SIRI']",['ROST'],"['FANG', 'MU', 'EA']","['META', 'FANG', 'ILMN']","['FANG', 'MU', 'PANW']"
2014-06-19,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'SBUX']",,"['FANG', 'MU', 'ILMN']","['META', 'FANG', 'ILMN']","['FANG', 'MU', 'PANW']"
2014-06-20,"['AAPL', 'NVDA', 'GOOG']","['MSFT', 'INTC', 'CMCSA']",,"['FANG', 'MU', 'NXPI']","['FANG', 'META', 'ILMN']","['FANG', 'MU', 'ILMN']"
2014-06-23,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'CMCSA']",['ASML'],"['FANG', 'MU', 'NXPI']","['FANG', 'META', 'ILMN']","['FANG', 'MU', 'TSLA']"
2014-06-24,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'SBUX']",,"['FANG', 'MU', 'EA']","['META', 'FANG', 'MU']","['FANG', 'MU', 'VRTX']"
2014-06-25,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MU', 'MSFT']",,"['FANG', 'MU', 'PANW']","['META', 'FANG', 'MU']","['FANG', 'MU', 'VRTX']"
2014-06-26,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'MU']",,"['FANG', 'MU', 'PANW']","['META', 'FANG', 'ILMN']","['FANG', 'MU', 'VRTX']"
2014-06-27,"['NVDA', 'AAPL', 'TSLA']","['MSFT', 'INTC', 'PCAR']",['EBAY'],"['FANG', 'MU', 'PANW']","['META', 'FANG', 'ILMN']","['FANG', 'VRTX', 'MU']"
2014-06-30,"['AAPL', 'NVDA', 'TSLA']","['CMCSA', 'MSFT', 'INTC']",['EBAY'],"['FANG', 'MU', 'ILMN']","['META', 'FANG', 'ILMN']","['FANG', 'MU', 'VRTX']"
2014-07-01,"['NVDA', 'AAPL', 'TSLA']","['MU', 'INTC', 'MSFT']",,"['FANG', 'MU', 'ILMN']","['META', 'FANG', 'ILMN']","['FANG', 'MU', 'VRTX']"
2014-07-02,"['NVDA', 'TSLA', 'AAPL']","['MU', 'MSFT', 'CMCSA']",['TMUS'],"['MU', 'FANG', 'ILMN']","['META', 'FANG', 'ILMN']","['VRTX', 'MU', 'FANG']"
2014-07-03,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'CMCSA']","['AMGN', 'TMUS']","['MU', 'FANG', 'ILMN']","['META', 'FANG', 'ILMN']","['VRTX', 'MU', 'FANG']"
2014-07-07,"['AAPL', 'NVDA', 'TSLA']","['CMCSA', 'INTC', 'MSFT']","['FTNT', 'AMGN', 'TMUS']","['MU', 'FANG', 'ILMN']","['META', 'FANG', 'ILMN']","['VRTX', 'MU', 'FANG']"
2014-07-08,"['AAPL', 'NVDA', 'TSLA']","['INTC', 'MSFT', 'CMCSA']",['AMGN'],"['MU', 'FANG', 'AVGO']","['META', 'FANG', 'MU']","['VRTX', 'MU', 'FANG']"
2014-07-09,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'EXC']",,"['FANG', 'MU', 'AVGO']","['META', 'MU', 'FANG']","['VRTX', 'MU', 'FANG']"
2014-07-10,"['NVDA', 'AAPL', 'TSLA']","['MU', 'INTC', 'MSFT']",['CDNS'],"['MU', 'FANG', 'AVGO']","['MU', 'META', 'ILMN']","['VRTX', 'MU', 'FANG']"
2014-07-11,"['NVDA', 'AMZN', 'AAPL']","['MSFT', 'INTC', 'EXC']",['CDNS'],"['MU', 'FANG', 'NXPI']","['MU', 'META', 'ILMN']","['VRTX', 'MU', 'FANG']"
2014-07-14,"['NVDA', 'AAPL', 'AMZN']","['INTC', 'MSFT', 'MU']","['GILD', 'FAST', 'CDNS']","['MU', 'ILMN', 'AVGO']","['MU', 'META', 'ILMN']","['VRTX', 'MU', 'ILMN']"
2014-07-15,"['NVDA', 'AAPL', 'AMD']","['INTC', 'MSFT', 'MU']","['GILD', 'FAST', 'PEP']","['MU', 'AVGO', 'NXPI']","['MU', 'META', 'ILMN']","['VRTX', 'MU', 'NFLX']"
2014-07-16,"['NVDA', 'AAPL', 'INTC']","['INTC', 'MSFT', 'SBUX']","['GILD', 'TXN', 'CDNS']","['MU', 'INTC', 'NXPI']","['MU', 'META', 'ILMN']","['VRTX', 'MU', 'INTC']"
2014-07-17,"['NVDA', 'AAPL', 'MSFT']","['MSFT', 'INTC', 'SBUX']","['GILD', 'CDNS', 'EA']","['MU', 'INTC', 'LRCX']","['META', 'MU', 'FANG']","['VRTX', 'MU', 'INTC']"
2014-07-18,"['NVDA', 'AAPL', 'GOOGL']","['INTC', 'MSFT', 'QCOM']",['CDNS'],"['MU', 'AVGO', 'INTC']","['META', 'MU', 'ILMN']","['VRTX', 'MU', 'EA']"
2014-07-21,"['NVDA', 'AAPL', 'TSLA']","['MSFT', 'INTC', 'GILD']",,"['MU', 'ENPH', 'AVGO']","['META', 'MU', 'ILMN']","['VRTX', 'ENPH', 'MU']"
2014-07-22,"['NVDA', 'AAPL', 'AMZN']","['MSFT', 'INTC', 'MU']",,"['ENPH', 'MU', 'INTC']","['META', 'MU', 'ILMN']","['VRTX', 'ENPH', 'INTC']"
2014-07-23,"['AAPL', 'NVDA', 'META']","['MSFT', 'INTC', 'SBUX']",,"['MU', 'ENPH', 'INTC']","['META', 'MU', 'ILMN']","['VRTX', 'ENPH', 'MU']"
2014-07-24,"['NVDA', 'AAPL', 'AMZN']","['INTC', 'MSFT', 'SBUX']",['FTNT'],"['ENPH', 'MU', 'INTC']","['META', 'MU', 'FANG']","['ENPH', 'META', 'MU']"
2014-07-25,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'CMCSA']","['AMAT', 'FTNT', 'AMGN']","['ENPH', 'MU', 'INTC']","['MU', 'FANG', 'META']","['ENPH', 'META', 'MU']"
2014-07-28,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'SBUX']","['AMAT', 'FTNT']","['ENPH', 'MU', 'INTC']","['MU', 'FANG', 'META']","['ENPH', 'META', 'INTC']"
2014-07-29,"['NVDA', 'AAPL', 'TSLA']","['MSFT', 'INTC', 'SBUX']","['AMAT', 'FTNT']","['MU', 'ENPH', 'INTC']","['MU', 'FANG', 'META']","['ENPH', 'META', 'INTC']"
2014-07-30,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'CSX']","['AMAT', 'FTNT', 'EA']","['ENPH', 'INTC', 'META']","['MU', 'FANG', 'ILMN']","['ENPH', 'INTC', 'META']"
2014-07-31,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'CSX']","['AMAT', 'FTNT', 'ADP']","['ENPH', 'INTC', 'META']","['MU', 'FANG', 'ILMN']","['ENPH', 'INTC', 'META']"
2014-08-01,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'CSX']","['AMAT', 'FTNT', 'TMUS']","['INTC', 'ENPH', 'LULU']","['MU', 'ILMN', 'META']","['ENPH', 'INTC', 'ISRG']"
2014-08-04,"['NVDA', 'AAPL', 'TSLA']","['MSFT', 'INTC', 'CSX']","['AMAT', 'FTNT']","['INTC', 'META', 'LULU']","['MU', 'ILMN', 'AVGO']","['INTC', 'META', 'ENPH']"
2014-08-05,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'SBUX']","['QCOM', 'AMAT', 'FTNT']","['INTC', 'LULU', 'FANG']","['MU', 'ILMN', 'AVGO']","['ENPH', 'META', 'INTC']"
2014-08-06,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'PEP']","['TMUS', 'FTNT', 'VRTX']","['ENPH', 'INTC', 'FANG']","['MU', 'ILMN', 'AVGO']","['ENPH', 'TSLA', 'META']"
2014-08-07,"['NVDA', 'AAPL', 'TSLA']","['MU', 'MSFT', 'INTC']","['EBAY', 'TMUS', 'FTNT']","['ENPH', 'TSLA', 'INTC']","['MU', 'ILMN', 'DXCM']","['ENPH', 'DXCM', 'TSLA']"
2014-08-08,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'MU']","['EBAY', 'TMUS', 'QCOM']","['ENPH', 'FANG', 'INTC']","['MU', 'ILMN', 'AVGO']","['ENPH', 'DXCM', 'TSLA']"
2014-08-11,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'CMCSA']","['FTNT', 'TMUS', 'EA']","['ENPH', 'TSLA', 'INTC']","['MU', 'ILMN', 'AVGO']","['ENPH', 'TSLA', 'DXCM']"
2014-08-12,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MU', 'MSFT']","['TMUS', 'CHTR']","['ENPH', 'TSLA', 'INTC']","['MU', 'ILMN', 'AVGO']","['ENPH', 'TSLA', 'DXCM']"
2014-08-13,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'MU']","['TMUS', 'CHTR']","['ENPH', 'TSLA', 'INTC']","['MU', 'ILMN', 'META']","['ENPH', 'TSLA', 'DXCM']"
2014-08-14,"['NVDA', 'AAPL', 'CSCO']","['INTC', 'MSFT', 'MU']","['AMGN', 'CHTR']","['ENPH', 'TSLA', 'PANW']","['ILMN', 'MU', 'META']","['ENPH', 'TSLA', 'DXCM']"
2014-08-15,"['NVDA', 'AAPL', 'MNST']","['MSFT', 'INTC', 'MU']","['EA', 'CHTR']","['ENPH', 'MNST', 'TSLA']","['MU', 'ILMN', 'AVGO']","['ENPH', 'MNST', 'TSLA']"
2014-08-18,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'MU']","['EA', 'CHTR']","['ENPH', 'TSLA', 'MNST']","['MU', 'ILMN', 'AVGO']","['ENPH', 'MNST', 'TSLA']"
2014-08-19,"['AAPL', 'NVDA', 'TSLA']","['INTC', 'MSFT', 'GILD']",['EA'],"['ENPH', 'TSLA', 'MNST']","['MU', 'ILMN', 'AVGO']","['ENPH', 'MNST', 'MELI']"
2014-08-20,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'GILD']","['EA', 'SIRI']","['ENPH', 'MNST', 'GILD']","['MU', 'ILMN', 'AVGO']","['ENPH', 'MNST', 'MELI']"
2014-08-21,"['NVDA', 'AAPL', 'EBAY']","['INTC', 'MSFT', 'GILD']",,"['ENPH', 'GILD', 'INTC']","['MU', 'ILMN', 'AVGO']","['ENPH', 'MNST', 'MELI']"
2014-08-22,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'GILD']",['COST'],"['ENPH', 'GILD', 'TSLA']","['MU', 'ILMN', 'AVGO']","['ENPH', 'MNST', 'MELI']"
2014-08-25,"['AAPL', 'NVDA', 'TSLA']","['INTC', 'MSFT', 'MU']",['WDAY'],"['ENPH', 'GILD', 'MNST']","['MU', 'ILMN', 'AVGO']","['ENPH', 'MNST', 'GILD']"
2014-08-26,"['NVDA', 'AAPL', 'TSLA']","['EBAY', 'INTC', 'CMCSA']",,"['ENPH', 'GILD', 'MNST']","['MU', 'ILMN', 'FANG']","['ENPH', 'MNST', 'MELI']"
2014-08-27,"['AAPL', 'NVDA', 'TSLA']","['MSFT', 'INTC', 'MU']",['QCOM'],"['ENPH', 'GILD', 'MNST']","['MU', 'ILMN', 'ENPH']","['ENPH', 'MNST', 'MELI']"
2014-08-28,"['AAPL', 'NVDA', 'TSLA']","['INTC', 'MSFT', 'CMCSA']",,"['ENPH', 'GILD', 'MNST']","['MU', 'ILMN', 'ENPH']","['ENPH', 'MNST', 'MELI']"
2014-08-29,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'MU']",,"['ENPH', 'AVGO', 'GILD']","['MU', 'ILMN', 'ENPH']","['ENPH', 'MNST', 'MELI']"
2014-09-02,"['AAPL', 'NVDA', 'TSLA']","['INTC', 'MU', 'EBAY']",,"['ENPH', 'AVGO', 'TSLA']","['MU', 'ILMN', 'ENPH']","['ENPH', 'MNST', 'AVGO']"
2014-09-03,"['AAPL', 'NVDA', 'TSLA']","['MSFT', 'INTC', 'GILD']",['AMGN'],"['ENPH', 'AVGO', 'GILD']","['ILMN', 'AVGO', 'MU']","['ENPH', 'MNST', 'AVGO']"
2014-09-04,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'MU']",['CMCSA'],"['ENPH', 'AVGO', 'TSLA']","['ILMN', 'AVGO', 'ENPH']","['ENPH', 'MNST', 'AVGO']"
2014-09-05,"['NVDA', 'AAPL', 'TSLA']","['MSFT', 'INTC', 'MU']",['QCOM'],"['ENPH', 'AVGO', 'PANW']","['AVGO', 'ILMN', 'MU']","['ENPH', 'MNST', 'AVGO']"
2014-09-08,"['NVDA', 'AAPL', 'TSLA']","['MSFT', 'INTC', 'SBUX']","['QCOM', 'DLTR', 'ADP']","['ENPH', 'AVGO', 'TSLA']","['AVGO', 'ILMN', 'ENPH']","['ENPH', 'AVGO', 'MNST']"
2014-09-09,"['AAPL', 'NVDA', 'TSLA']","['MSFT', 'CMCSA', 'INTC']",,"['ENPH', 'AVGO', 'TSLA']","['AVGO', 'ILMN', 'ENPH']","['ENPH', 'AVGO', 'MNST']"
2014-09-10,"['AAPL', 'NVDA', 'TSLA']","['MSFT', 'INTC', 'MRVL']",,"['ENPH', 'PANW', 'AVGO']","['AVGO', 'ILMN', 'ENPH']","['ENPH', 'AVGO', 'MNST']"
2014-09-11,"['NVDA', 'AAPL', 'TSLA']","['MSFT', 'INTC', 'MU']",,"['ENPH', 'PANW', 'AVGO']","['AVGO', 'PANW', 'ILMN']","['ENPH', 'AVGO', 'MNST']"
2014-09-12,"['NVDA', 'AAPL', 'TSLA']","['MSFT', 'INTC', 'MU']","['CMCSA', 'SBUX', 'ADP']","['ENPH', 'PANW', 'AVGO']","['AVGO', 'ENPH', 'PANW']","['ENPH', 'AVGO', 'PANW']"
2014-09-15,"['NVDA', 'TSLA', 'AAPL']","['MSFT', 'INTC', 'TMUS']",['SBUX'],"['ENPH', 'PANW', 'AVGO']","['AVGO', 'PANW', 'ILMN']","['ENPH', 'AVGO', 'PANW']"
2014-09-16,"['AAPL', 'NVDA', 'TSLA']","['MSFT', 'INTC', 'MRVL']","['CMCSA', 'ADBE', 'EA']","['ENPH', 'PANW', 'AVGO']","['AVGO', 'ENPH', 'PANW']","['ENPH', 'AVGO', 'PANW']"
2014-09-17,"['AAPL', 'NVDA', 'TSLA']","['MSFT', 'INTC', 'MU']","['SBUX', 'EA', 'ADP']","['ENPH', 'PANW', 'AVGO']","['AVGO', 'ENPH', 'ILMN']","['ENPH', 'AVGO', 'PANW']"
2014-09-18,"['NVDA', 'AAPL', 'TSLA']","['MSFT', 'INTC', 'MRVL']","['SBUX', 'ADBE', 'ADP']","['ENPH', 'AVGO', 'PANW']","['AVGO', 'ILMN', 'ENPH']","['ENPH', 'AVGO', 'PANW']"
2014-09-19,"['NVDA', 'AAPL', 'MSFT']","['MSFT', 'INTC', 'MU']","['EXC', 'ADBE', 'ADP']","['ENPH', 'AVGO', 'PANW']","['AVGO', 'ILMN', 'PANW']","['ENPH', 'AVGO', 'VRTX']"
2014-09-22,"['NVDA', 'AAPL', 'TSLA']","['MSFT', 'INTC', 'SBUX']","['EXC', 'ADP']","['ENPH', 'PANW', 'AVGO']","['AVGO', 'ILMN', 'PANW']","['ENPH', 'VRTX', 'AVGO']"
2014-09-23,"['AAPL', 'NVDA', 'TSLA']","['MSFT', 'INTC', 'QCOM']",['ADP'],"['ENPH', 'PANW', 'AVGO']","['AVGO', 'PANW', 'ILMN']","['ENPH', 'VRTX', 'AVGO']"
2014-09-24,"['AAPL', 'NVDA', 'TSLA']","['CMCSA', 'MSFT', 'CSX']","['SIRI', 'ADP']","['ENPH', 'PANW', 'AVGO']","['AVGO', 'PANW', 'ILMN']","['ENPH', 'VRTX', 'AVGO']"
2014-09-25,"['AAPL', 'NVDA', 'TSLA']","['INTC', 'MSFT', 'TMUS']","['CSX', 'CPRT', 'QCOM']","['ENPH', 'AVGO', 'PANW']","['AVGO', 'PANW', 'ILMN']","['ENPH', 'VRTX', 'AVGO']"
2014-09-26,"['AAPL', 'NVDA', 'TSLA']","['MSFT', 'INTC', 'CMCSA']","['CSX', 'CPRT']","['PANW', 'AVGO', 'VRTX']","['AVGO', 'PANW', 'ILMN']","['ENPH', 'VRTX', 'AVGO']"
2014-09-29,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'XEL']","['CMCSA', 'CSX', 'CPRT']","['ENPH', 'PANW', 'VRTX']","['PANW', 'AVGO', 'ILMN']","['ENPH', 'VRTX', 'PANW']"
2014-09-30,"['NVDA', 'AAPL', 'EBAY']","['INTC', 'MSFT', 'MU']","['CSX', 'CPRT', 'ADP']","['ENPH', 'PANW', 'VRTX']","['PANW', 'AVGO', 'ILMN']","['ENPH', 'VRTX', 'PANW']"
2014-10-01,"['NVDA', 'AAPL', 'TSLA']","['MSFT', 'MU', 'INTC']","['EBAY', 'CMCSA', 'CSX']","['ENPH', 'PANW', 'AVGO']","['PANW', 'AVGO', 'ILMN']","['ENPH', 'PANW', 'VRTX']"
2014-10-02,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MU', 'MSFT']","['CSX', 'CPRT', 'CHTR']","['PANW', 'VRTX', 'MNST']","['PANW', 'ILMN', 'AVGO']","['PANW', 'VRTX', 'MNST']"
2014-10-03,"['NVDA', 'AAPL', 'TSLA']","['MSFT', 'INTC', 'MU']","['CSX', 'CPRT', 'CHTR']","['PANW', 'VRTX', 'MNST']","['PANW', 'ILMN', 'AVGO']","['PANW', 'VRTX', 'MNST']"
2014-10-06,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'PCAR']","['CSX', 'CPRT', 'CHTR']","['PANW', 'MNST', 'VRTX']","['PANW', 'ILMN', 'AVGO']","['PANW', 'MNST', 'VRTX']"
2014-10-07,"['NVDA', 'AAPL', 'TSLA']","['MU', 'INTC', 'MSFT']","['CPRT', 'CHTR']","['PANW', 'MNST', 'VRTX']","['PANW', 'ILMN', 'AVGO']","['PANW', 'MNST', 'VRTX']"
2014-10-08,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'EXC']","['CPRT', 'CHTR']","['PANW', 'MNST', 'VRTX']","['PANW', 'ILMN', 'AVGO']","['PANW', 'MNST', 'VRTX']"
2014-10-09,"['AAPL', 'NVDA', 'TSLA']","['CMCSA', 'MSFT', 'INTC']","['CPRT', 'ADP', 'CHTR']","['PANW', 'MNST', 'VRTX']","['PANW', 'ILMN', 'AVGO']","['PANW', 'MNST', 'VRTX']"
2014-10-10,"['AAPL', 'TSLA', 'AVGO']","['MU', 'INTC', 'MSFT']","['CMCSA', 'ADP', 'DLTR']","['MNST', 'VRTX', 'ENPH']","['PANW', 'ILMN', 'MNST']","['MNST', 'VRTX', 'PANW']"
2014-10-13,"['AAPL', 'TSLA', 'CSX']","['INTC', 'MSFT', 'SBUX']","['MU', 'CMCSA', 'TXN']","['VRTX', 'MNST', 'AMD']","['PANW', 'ILMN', 'MNST']","['VRTX', 'MNST', 'GILD']"
2014-10-14,"['AAPL', 'TSLA', 'AVGO']","['INTC', 'CMCSA', 'MSFT']","['MU', 'GILD', 'CPRT']","['MNST', 'AMD', 'VRTX']","['PANW', 'ILMN', 'MNST']","['MNST', 'VRTX', 'PANW']"
2014-10-15,"['AAPL', 'TSLA', 'INTC']","['INTC', 'MSFT', 'EXC']","['MU', 'DLTR']","['ENPH', 'AMD', 'VRTX']","['PANW', 'ILMN', 'AVGO']","['PANW', 'MNST', 'VRTX']"
2014-10-16,"['AAPL', 'TSLA', 'META']","['MSFT', 'INTC', 'MU']","['EBAY', 'MU', 'DLTR']","['AMD', 'VRTX', 'GILD']","['PANW', 'ILMN', 'AVGO']","['PANW', 'MNST', 'VRTX']"
2014-10-17,"['AAPL', 'TSLA', 'META']","['MSFT', 'INTC', 'GILD']",['DLTR'],"['ENPH', 'PANW', 'AMD']","['PANW', 'ILMN', 'AVGO']","['PANW', 'MNST', 'VRTX']"
2014-10-20,"['AAPL', 'CSX', 'TSLA']","['MSFT', 'INTC', 'SBUX']",,"['ENPH', 'PANW', 'MNST']","['PANW', 'ILMN', 'MU']","['MNST', 'PANW', 'ISRG']"
2014-10-21,"['AAPL', 'NVDA', 'TSLA']","['MSFT', 'INTC', 'GILD']",['TMUS'],"['PANW', 'MNST', 'VRTX']","['PANW', 'ILMN', 'MU']","['MNST', 'PANW', 'VRTX']"
2014-10-22,"['AAPL', 'TSLA', 'META']","['MSFT', 'INTC', 'PCAR']","['MU', 'TMUS']","['ENPH', 'PANW', 'MNST']","['PANW', 'ILMN', 'MU']","['MNST', 'PANW', 'ILMN']"
2014-10-23,"['AAPL', 'NVDA', 'TSLA']","['MSFT', 'EBAY', 'INTC']",,"['PANW', 'ENPH', 'MNST']","['PANW', 'ILMN', 'MU']","['PANW', 'MNST', 'REGN']"
2014-10-24,"['NVDA', 'AAPL', 'MSFT']","['MSFT', 'INTC', 'GILD']",['BIIB'],"['PANW', 'ENPH', 'MNST']","['PANW', 'ILMN', 'MU']","['PANW', 'MNST', 'REGN']"
2014-10-27,"['NVDA', 'TSLA', 'AAPL']","['MSFT', 'INTC', 'EXC']","['CMCSA', 'PAYX', 'BIIB']","['ENPH', 'PANW', 'MNST']","['PANW', 'ILMN', 'MU']","['MNST', 'REGN', 'PANW']"
2014-10-28,"['NVDA', 'AAPL', 'TSLA']","['CMCSA', 'MSFT', 'INTC']","['GILD', 'TMUS']","['PANW', 'ENPH', 'MNST']","['PANW', 'ILMN', 'MU']","['PANW', 'MNST', 'ILMN']"
2014-10-29,"['AAPL', 'NVDA', 'META']","['CMCSA', 'MSFT', 'INTC']",['TMUS'],"['ENPH', 'PANW', 'MNST']","['PANW', 'ILMN', 'AVGO']","['MNST', 'PANW', 'ILMN']"
2014-10-30,"['NVDA', 'AAPL', 'META']","['INTC', 'MSFT', 'CMCSA']",['TMUS'],"['PANW', 'MNST', 'AMGN']","['PANW', 'ILMN', 'AVGO']","['ILMN', 'MNST', 'PANW']"
2014-10-31,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'SBUX', 'MSFT']","['EA', 'TMUS']","['PANW', 'ENPH', 'MNST']","['PANW', 'ILMN', 'ENPH']","['MELI', 'MNST', 'PANW']"
2014-11-03,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'MU']","['TMUS', 'EA']","['ENPH', 'PANW', 'MNST']","['PANW', 'ILMN', 'AVGO']","['ENPH', 'MELI', 'MNST']"
2014-11-04,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MSFT', 'MU']",['TMUS'],"['ENPH', 'PANW', 'MNST']","['PANW', 'ILMN', 'ENPH']","['ENPH', 'MELI', 'MNST']"
2014-11-05,"['NVDA', 'AAPL', 'TSLA']","['INTC', 'MU', 'MSFT']","['CMCSA', 'GILD']","['MNST', 'ENPH', 'VRTX']","['PANW', 'AVGO', 'ILMN']","['MELI', 'MNST', 'AMGN']"
2014-11-06,"['NVDA', 'TSLA', 'AAPL']","['MSFT', 'INTC', 'AMGN']",['SBUX'],"['VRTX', 'PANW', 'MNST']","['PANW', 'ILMN', 'AVGO']","['MELI', 'VRTX', 'MNST']"
2014-11-07,"['NVDA', 'AAPL', 'TSLA']","['MSFT', 'INTC', 'AMGN']",['BIIB'],"['MNST', 'PANW', 'VRTX']","['PANW', 'ILMN', 'AVGO']","['MNST', 'MELI', 'DXCM']"
